Event #,GOES Flare Start Time,GOES Flare Peak Time,GOES Flare Time to Peak In Sec,Flare Class Converted,17.1 Depth [%],17.7 Depth [%],18.0 Depth [%],19.5 Depth [%],20.2 Depth [%],21.1 Depth [%],28.4 Depth [%],Quad Depth [%],17.1 Pre-Flare Irradiance [W/m2],17.7 Pre-Flare Irradiance [W/m2],18.0 Pre-Flare Irradiance [W/m2],19.5 Pre-Flare Irradiance [W/m2],20.2 Pre-Flare Irradiance [W/m2],21.1 Pre-Flare Irradiance [W/m2],28.4 Pre-Flare Irradiance [W/m2],Quad Pre-Flare Irradiance [W/m2],17.1 Duration [s],17.7 Duration [s],18.0 Duration [s],21.1 Duration [s],19.5 Duration [s],20.2 Duration [s],28.4 Duration [s],Jedi Intensity 17.1,Jedi Intensity 17.7,Jedi Intensity 18.0,Jedi Intensity 19.5,Jedi Intensity 20.2,Jedi Intensity 21.1,Jedi Intensity 28.4,Jedi Intensity Quad,Has DEMON Dimming,Intensity,Max Drop,Demon Event #,Fraction of dimming on disk,Fractional size of off-limb dimming contribution,Off-Limb Percent,Is Off-Limb
9.0,2010-06-12 00:30:00.000,2010-06-12 00:57:00.000,1620.0,2000,0.4200381848663888,0.6726517366216527,,,,,,0.7930273863656764,5.261163823888637e-05,3.2739604648668326e-05,,,,,,6.196665386101265e-05,,,,,,,,2.2098897028708923e-05,2.2022351923233082e-05,,,,,,4.9141253553225415e-05,True,-98.0,84.0,4324.0,0.0106581,0.00017256700000000002,1.5933183062502063,False
11.0,2010-06-12 09:02:00.000,2010-06-12 09:17:00.000,900.0,610,0.2356935398142869,,,,,,,0.2356935398142869,5.261163823888637e-05,3.2739604648668326e-05,,,,,,6.196665386101265e-05,5820.0,,,,,,,1.2400223251951824e-05,,,,,,,1.460513999894872e-05,True,-61.0,104.0,4325.0,0.00462765,8.22e-06,0.17731299626607305,False
12.0,2010-06-13 05:30:00.000,2010-06-13 05:39:00.000,540.0,1000,,,,,,,,0.0,5.356363787238176e-05,,,,,,,5.356363787238176e-05,,,,,,,,,,,,,,,,True,-370.0,376.0,4326.0,0.000287767,0.0275435,98.96602982537588,True
19.0,2010-06-14 00:44:00.000,2010-06-14 00:51:00.000,420.0,150,,,,,1.5709111193919028,,,1.5709111193919028,,,,,2.551806634680057e-05,,,2.551806634680057e-05,,,,,,,,,,,,4.008661416956932e-05,,,4.008661416956932e-05,True,-86.0,215.0,4327.0,0.0005014469999999999,0.00651059,92.84876848196893,True
21.0,2010-07-09 08:53:00.000,2010-07-09 09:01:00.000,480.0,180,0.5709290893359977,0.5550220768791938,,,,,,0.796247154389468,5.603433843740883e-05,3.584505005467994e-05,,,,,,6.651852897907908e-05,,16440.0,,,,,,3.1991633815614914e-05,1.9894794127187118e-05,,,,,,5.296518941376508e-05,True,-10.0,6.0,4334.0,8.24e-06,0.000535575,98.4847788310363,True
22.0,2010-07-09 19:26:00.000,2010-07-09 19:51:00.000,1500.0,340,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-85.0,111.0,4335.0,8.23e-06,0.00642245,99.87201975529804,True
26.0,2010-07-17 17:27:00.000,2010-07-17 18:01:00.000,2040.0,240,,,,,,,,0.0,,,,,,1.3553525301783035e-05,,1.3553525301783035e-05,,,,,,,,,,,,,,,,True,-324.0,162.0,4338.0,0.0128781,8.23e-06,0.0638661279045314,False
31.0,2010-08-05 20:39:00.000,2010-08-05 21:35:00.000,3360.0,130,,,,0.22533919353596504,,,,0.22533919353596504,,,,3.734842781947615e-05,,,,3.734842781947615e-05,,,,,,,,,,,8.416064604676957e-06,,,,8.416064604676957e-06,True,-66.0,62.0,4348.0,0.00275403,0.00374581,57.62926472036235,False
32.0,2010-08-07 17:55:00.000,2010-08-07 18:24:00.000,1740.0,1000,1.4662331321233282,,,,,,,1.4662331321233282,5.853577871069623e-05,,,,,,,5.853577871069623e-05,25260.0,,,,,,,8.582709816026216e-05,,,,,,,8.582709816026216e-05,True,-861.0,686.0,4350.0,0.0511039,6.55e-05,0.1280061912002095,False
37.0,2010-08-17 23:05:00.000,2010-08-18 00:01:00.000,3360.0,150,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-44.0,26.0,4358.0,8.16e-06,0.0067925,99.88001164592848,True
46.0,2010-09-28 09:38:00.000,2010-09-28 09:48:00.000,600.0,170,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-302.0,623.0,4373.0,0.015911099999999997,8e-06,0.05025409727936882,False
49.0,2010-10-16 19:07:00.000,2010-10-16 19:12:00.000,300.0,2900,,,,,,,,0.0,5.529267339928386e-05,,,,,,,5.529267339928386e-05,,,,,,,,,,,,,,,,True,-333.0,370.0,4377.0,0.0251072,0.000134517,0.5329154114199126,False
53.0,2010-10-18 15:26:00.000,2010-10-18 16:43:00.000,4620.0,250,,,,,,,,0.0,5.466775231373807e-05,,,,,,3.471136005828157e-05,6.475678852546565e-05,,,,,,,,,,,,,,,,True,-63.0,39.0,4378.0,0.00307524,0.00580265,65.36068818153863,False
65.0,2010-11-03 05:54:00.000,2010-11-03 06:11:00.000,1020.0,380,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-441.0,384.0,4383.0,8.63e-05,0.020363,99.5779806643748,True
66.0,2010-11-03 12:07:00.000,2010-11-03 12:21:00.000,840.0,490,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-458.0,377.0,4384.0,7.84e-06,0.018756400000000003,99.95821839840036,True
69.0,2010-11-04 23:30:00.000,2010-11-04 23:58:00.000,1680.0,1600,,,,,,,,0.0,,,4.743361690392097e-05,3.2440087428161256e-05,2.630904661297488e-05,1.5055070434755178e-05,2.9151211492717266e-05,7.12104030034021e-05,,,,,,,,,,,,,,,,True,-66.0,112.0,4385.0,7.84e-06,0.00235091,99.66762056173822,True
74.0,2010-11-06 08:21:00.000,2010-11-06 08:32:00.000,660.0,160,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-71.0,115.0,4386.0,0.00325136,0.00010185,3.0373880550278685,False
75.0,2010-11-06 15:27:00.000,2010-11-06 15:36:00.000,540.0,5400,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-116.0,50.0,4387.0,7.04e-05,0.0125696,99.44303797468355,True
78.0,2010-11-11 02:06:00.000,2010-11-11 02:14:00.000,480.0,290,,1.5914005804151827,1.0788229489101582,,,,2.551077044166878,3.194434041847821,,3.795323209487833e-05,5.099524423712865e-05,,,,3.2410738640464836e-05,7.13541781570822e-05,,,,,,,6600.0,,6.039879558442152e-05,5.501483976829288e-05,,,,8.268229133018225e-05,0.00022793621573305757,True,-421.0,197.0,4388.0,0.044635,7.82e-06,0.017516814573989726,False
83.0,2010-11-11 19:23:00.000,2010-11-11 19:30:00.000,420.0,110,,,,,,,1.1270115776737342,1.1270115776737342,,3.795323209487833e-05,5.099524423712865e-05,,,,3.2410738640464836e-05,7.13541781570822e-05,,,,,,,3000.0,,,,,,,3.652727768876133e-05,8.04169848984259e-05,True,-40.0,75.0,4390.0,0.00710405,7.81e-06,0.10981655994353094,False
84.0,2010-11-12 01:28:00.000,2010-11-12 01:34:00.000,360.0,460,,,,,,,5.097609711027972,5.097609711027972,,3.795323209487833e-05,5.099524423712865e-05,,,,3.2410738640464836e-05,7.13541781570822e-05,,,,,,,,,,,,,,0.00016521729603522308,0.0003637357514959622,True,-259.0,244.0,4392.0,0.0306957,7.81e-06,0.02543683116360312,False
95.0,2010-12-31 04:18:00.000,2010-12-31 04:25:00.000,420.0,130,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-34.0,106.0,4411.0,0.00262868,7.71e-06,0.2924453514085549,False
110.0,2011-01-27 11:53:00.000,2011-01-27 12:01:00.000,480.0,120,,,0.3964447144607348,,,,,0.3964447144607348,,,4.498337754436458e-05,,,,2.327411978815993e-05,5.0647693996987276e-05,,,3300.0,,,,,,,1.7833422266055046e-05,,,,,2.0079010584730292e-05,True,-61.0,174.0,4418.0,0.00022411599999999998,0.00750404,97.10000678040143,True
112.0,2011-01-28 00:44:00.000,2011-01-28 01:03:00.000,1140.0,1300,,,,,0.027093572578841933,,,0.027093572578841933,5.432045630489787e-05,3.4414306962086506e-05,,3.100788914404499e-05,2.5066951517752994e-05,1.4088697450157874e-05,,7.69635572219598e-05,,,,,,660.0,,,,,,6.791532702765527e-07,,,2.085217723519022e-06,True,-274.0,389.0,4419.0,0.0018468,0.028930599999999997,93.99949313457277,True
113.0,2011-01-28 04:02:00.000,2011-01-28 04:25:00.000,1380.0,150,0.7287710131844305,0.5069337856292382,,0.20472479395954526,,,,0.9110440680516119,5.432045630489787e-05,3.4414306962086506e-05,,3.100788914404499e-05,2.5066951517752994e-05,1.4088697450157874e-05,,7.69635572219598e-05,,,,,4620.0,,,3.9587173977961004e-05,1.744577490809716e-05,,6.348083716135031e-06,,,,7.011719226321728e-05,True,-47.0,71.0,4420.0,0.0008272069999999999,0.00548894,86.9032972158501,True
116.0,2011-02-08 21:06:00.000,2011-02-08 21:12:00.000,360.0,400,,,,,,,,0.0,5.9450609114719555e-05,,,,,,,5.9450609114719555e-05,,,,,,,,,,,,,,,,True,-134.0,207.0,4428.0,7.75e-06,0.00452741,99.82911297506593,True
118.0,2011-02-09 01:23:00.000,2011-02-09 01:31:00.000,480.0,1900,,,,,,,,0.0,5.9450609114719555e-05,,,,,,,5.9450609114719555e-05,,,,,,,,,,,,,,,,True,-154.0,263.0,4429.0,8.53e-05,0.011199299999999999,99.24410258228028,True
119.0,2011-02-10 06:20:00.000,2011-02-10 06:40:00.000,1200.0,190,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-130.0,108.0,4430.0,1.55e-05,0.00988155,99.84338767612572,True
120.0,2011-02-10 06:55:00.000,2011-02-10 06:58:00.000,180.0,200,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-130.0,108.0,4430.0,1.55e-05,0.00988155,99.84338767612572,True
122.0,2011-02-10 13:33:00.000,2011-02-10 13:52:00.000,1140.0,260,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-106.0,144.0,4431.0,7.76e-06,0.011717,99.93381527638945,True
126.0,2011-02-13 13:44:00.000,2011-02-13 13:56:00.000,720.0,470,,0.7161201918199325,,,,,,0.7161201918199325,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,11100.0,,,,,,,2.9624430774750817e-05,,,,,,2.9624430774750817e-05,True,-99.0,18.0,4441.0,0.010866500000000001,7.77e-06,0.07145307225220635,False
127.0,2011-02-13 17:28:00.000,2011-02-13 17:38:00.000,600.0,6600,,2.1822940065245007,,,,,,2.1822940065245007,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,9.027704911118417e-05,,,,,,9.027704911118417e-05,True,-170.0,149.0,4442.0,0.028728899999999998,7.76e-06,0.02700383412686095,False
129.0,2011-02-14 02:35:00.000,2011-02-14 02:42:00.000,420.0,160,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-4.0,17.0,4443.0,0.00123551,7.77e-06,0.6249597837976963,False
130.0,2011-02-14 03:24:00.000,2011-02-14 04:48:00.000,5040.0,710,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-39.0,38.0,4444.0,0.00462466,7.77e-06,0.16773054314906,False
131.0,2011-02-14 04:29:00.000,2011-02-14 04:49:00.000,1200.0,830,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-39.0,38.0,4444.0,0.00462466,7.77e-06,0.16773054314906,False
132.0,2011-02-14 06:51:00.000,2011-02-14 06:58:00.000,420.0,660,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-10.0,29.0,4445.0,0.00398775,7.77e-06,0.19446780394041327,False
135.0,2011-02-14 12:41:00.000,2011-02-14 12:53:00.000,720.0,940,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-93.0,142.0,4446.0,0.0154722,7.77e-06,0.050193895724604115,False
136.0,2011-02-14 13:47:00.000,2011-02-14 14:27:00.000,2400.0,700,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-13.0,53.0,4447.0,0.000753585,7.77e-06,1.0205488898083024,False
137.0,2011-02-14 17:20:00.000,2011-02-14 17:26:00.000,360.0,2200,,1.956956153588692,,,,,,1.956956153588692,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,8.095528203705258e-05,,,,,,8.095528203705258e-05,True,-262.0,263.0,4448.0,0.0450746,7.77e-06,0.01723511873932094,False
138.0,2011-02-14 19:23:00.000,2011-02-14 19:30:00.000,420.0,660,,1.7851368256131384,,,,,,1.7851368256131384,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,7.384746711224191e-05,,,,,,7.384746711224191e-05,True,-134.0,43.0,4449.0,0.00841217,7.77e-06,0.0922809426195436,False
141.0,2011-02-15 00:31:00.000,2011-02-15 00:38:00.000,420.0,270,,,,,,,,0.0,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,,,,,,,,True,-3.0,2.0,4451.0,0.00149205,7.77e-06,0.5180621674600953,False
142.0,2011-02-15 01:44:00.000,2011-02-15 01:56:00.000,720.0,22000,,2.961795180646177,,,,,,2.961795180646177,,4.1367959056515253e-05,,,,,,4.1367959056515253e-05,,,,,,,,,0.00012252342176675526,,,,,,0.00012252342176675526,True,-374.0,150.0,4452.0,0.06116219999999999,7.77e-06,0.012702311281172773,False
222.0,2011-02-24 07:23:00.000,2011-02-24 07:35:00.000,720.0,3500,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-386.0,558.0,4471.0,0.000491826,0.025809199999999997,98.13001211435629,True
255.0,2011-03-04 17:15:00.000,2011-03-04 17:19:00.000,240.0,100,,,,,,,,0.0,6.018038281278374e-05,3.978114788575719e-05,,,,,,7.214026755288395e-05,,,,,,,,,,,,,,,,True,-109.0,46.0,4476.0,0.014661500000000001,7.83e-06,0.053376670918167356,False
267.0,2011-03-05 13:30:00.000,2011-03-05 13:41:00.000,660.0,130,,,,,,,,0.0,6.018038281278374e-05,3.978114788575719e-05,,,,,,7.214026755288395e-05,,,,,,,,,,,,,,,,True,-7.0,12.0,4477.0,0.00174799,7.84e-06,0.4465124755813489,False
284.0,2011-03-06 11:56:00.000,2011-03-06 12:09:00.000,780.0,510,,,,,,,,0.0,6.018038281278374e-05,3.978114788575719e-05,,,,,,7.214026755288395e-05,,,,,,,,,,,,,,,,True,-46.0,55.0,4479.0,0.00934997,7.84e-06,0.08378028619944194,False
287.0,2011-03-06 15:21:00.000,2011-03-06 15:27:00.000,360.0,390,,,,,,,,0.0,6.018038281278374e-05,3.978114788575719e-05,,,,,,7.214026755288395e-05,,,,,,,,,,,,,,,,True,-49.0,47.0,4480.0,0.00994206,7.84e-06,0.07879476175639955,False
288.0,2011-03-06 16:02:00.000,2011-03-06 16:19:00.000,1020.0,470,,,,,,,,0.0,6.018038281278374e-05,3.978114788575719e-05,,,,,,7.214026755288395e-05,,,,,,,,,,,,,,,,True,-27.0,3.0,4481.0,0.00032144,0.0016855999999999998,83.98437499999999,True
289.0,2011-03-06 16:25:00.000,2011-03-06 16:30:00.000,300.0,690,,,,,,,,0.0,6.018038281278374e-05,3.978114788575719e-05,,,,,,7.214026755288395e-05,,,,,,,,,,,,,,,,True,-27.0,3.0,4481.0,0.00032144,0.0016855999999999998,83.98437499999999,True
359.0,2011-03-13 13:25:00.000,2011-03-13 13:33:00.000,480.0,670,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-154.0,198.0,4510.0,0.0125083,7.87e-06,0.06287866016521028,False
361.0,2011-03-13 21:50:00.000,2011-03-13 21:59:00.000,540.0,170,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-212.0,31.0,4511.0,0.00753259,7.87e-06,0.10437029040668605,False
366.0,2011-03-14 19:30:00.000,2011-03-14 19:52:00.000,1320.0,4200,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-107.0,137.0,4513.0,0.0067941,7.87e-06,0.11570177463293722,False
387.0,2011-03-24 12:01:00.000,2011-03-24 12:07:00.000,360.0,1000,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-78.0,95.0,4517.0,0.014985399999999998,7.92e-06,0.052823524076055214,False
388.0,2011-03-24 15:31:00.000,2011-03-24 15:37:00.000,360.0,160,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-10.0,12.0,4518.0,0.00111623,7.92e-06,0.7045323133033848,False
389.0,2011-03-24 17:01:00.000,2011-03-24 17:06:00.000,300.0,910,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-82.0,120.0,4519.0,0.015246000000000001,7.92e-06,0.05192107995846314,False
390.0,2011-03-24 18:51:00.000,2011-03-24 18:57:00.000,360.0,130,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-82.0,171.0,4521.0,0.0108685,7.92e-06,0.07281807800728549,False
391.0,2011-03-24 20:53:00.000,2011-03-24 20:57:00.000,240.0,140,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-30.0,64.0,4522.0,0.00383988,7.92e-06,0.2058319039451115,False
392.0,2011-03-25 00:38:00.000,2011-03-25 00:42:00.000,240.0,100,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-15.0,15.0,4523.0,0.00325609,7.92e-06,0.24264631542182777,False
395.0,2011-03-25 23:08:00.000,2011-03-25 23:22:00.000,840.0,1000,,,,,,,,0.0,6.590580111757542e-05,4.377479126560502e-05,,,,,,7.91189419247799e-05,,,,,,,,,,,,,,,,True,-116.0,264.0,4526.0,0.0239859,7.92e-06,0.03300849968866983,False
397.0,2011-03-27 00:06:00.000,2011-03-27 00:14:00.000,480.0,310,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-521.0,720.0,4528.0,0.0450973,7.93e-06,0.017581109773744642,False
399.0,2011-03-27 23:18:00.000,2011-03-27 23:26:00.000,480.0,100,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-147.0,140.0,4530.0,0.00771153,7.93e-06,0.10272739284872259,False
406.0,2011-03-31 22:07:00.000,2011-03-31 22:21:00.000,840.0,160,,,0.2232535592795557,,,,,0.2232535592795557,,,6.807626778027044e-05,5.2716663049068295e-05,4.4992932089371613e-05,3.204248787369579e-05,7.293524686247109e-05,0.00012563462898398847,,,1740.0,,,,,,,1.5198269084413515e-05,,,,,2.8048378089441855e-05,True,-121.0,104.0,4537.0,0.00284644,7.95e-06,0.2785183524325688,False
407.0,2011-04-01 01:46:00.000,2011-04-01 01:56:00.000,600.0,340,,,,,,,,0.0,,,6.807626778027044e-05,5.2716663049068295e-05,4.4992932089371613e-05,3.204248787369579e-05,7.293524686247109e-05,0.00012563462898398847,,,,,,,,,,,,,,,,True,-27.0,13.0,4538.0,0.00708926,7.159999999999999e-05,0.9998799026932518,False
408.0,2011-04-01 03:48:00.000,2011-04-01 03:54:00.000,360.0,310,,,,,,,,0.0,,,6.807626778027044e-05,5.2716663049068295e-05,4.4992932089371613e-05,3.204248787369579e-05,7.293524686247109e-05,0.00012563462898398847,,,,,,,,,,,,,,,,True,-2.0,7.0,4539.0,0.000119374,7.96e-06,6.2512761713289455,False
409.0,2011-04-03 05:01:00.000,2011-04-03 05:19:00.000,1080.0,120,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-89.0,19.0,4544.0,0.0045975,7.97e-06,0.1730550844973477,False
410.0,2011-04-06 16:14:00.000,2011-04-06 16:23:00.000,540.0,120,,,,,,,,0.0,7.204361463664101e-05,,,,,,,7.204361463664101e-05,,,,,,,,,,,,,,,,True,-237.0,35.0,4548.0,0.00162735,0.00942907,85.28140211750276,True
416.0,2011-04-09 14:48:00.000,2011-04-09 15:45:00.000,3420.0,130,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-15.0,9.0,4554.0,7.99e-06,0.00432257,99.81549730288923,True
422.0,2011-04-12 12:21:00.000,2011-04-12 12:32:00.000,660.0,180,,,,,3.9520452813939264,,,3.9520452813939264,,,,,4.209641459359167e-05,,,4.209641459359167e-05,,,,,,,,,,,,0.00016636693665820636,,,0.00016636693665820636,True,-124.0,172.0,4560.0,8.01e-06,0.012448899999999999,99.9356983393153,True
465.0,2011-04-18 02:35:00.000,2011-04-18 02:43:00.000,480.0,180,,,,,,,,0.0,,,,,,,6.09248127148021e-05,6.09248127148021e-05,,,,,,,,,,,,,,,,True,-94.0,81.0,4564.0,8.04e-06,0.016062200000000002,99.94996963330976,True
467.0,2011-04-18 18:55:00.000,2011-04-18 19:02:00.000,420.0,150,,,,,,,,0.0,6.2449682445731e-05,4.348214376174534e-05,6.24072029798602e-05,4.83785139901253e-05,4.198389312174792e-05,2.739357781441261e-05,5.876412736445977e-05,0.0001341345492980501,,,,,,,,,,,,,,,,True,-50.0,96.0,4565.0,8.03e-06,0.00951509,99.91567889515201,True
468.0,2011-04-18 19:17:00.000,2011-04-18 19:24:00.000,420.0,100,,,0.12506508679022146,0.167787513875286,0.03946035637845391,,1.0327375485355503,1.0544656891653839,6.2449682445731e-05,4.348214376174534e-05,6.24072029798602e-05,4.83785139901253e-05,4.198389312174792e-05,2.739357781441261e-05,5.876412736445977e-05,0.0001341345492980501,,,2880.0,,3180.0,1320.0,10860.0,,,7.804962257011184e-06,8.117310587383867e-06,1.6566993847390926e-06,,6.068792083620303e-05,0.00014144027996645657,True,-50.0,96.0,4565.0,8.03e-06,0.00951509,99.91567889515201,True
470.0,2011-04-20 03:46:00.000,2011-04-20 04:31:00.000,2700.0,100,,,0.37280862915394586,0.035391167392603506,,0.3188810734187033,0.4814815343812358,0.6882938439618861,,4.36433013722611e-05,6.226923627158007e-05,4.827151011947232e-05,,2.7373698685551066e-05,5.81182418197083e-05,0.00011063174789214721,,,4320.0,,1080.0,,,,,2.3214508612870927e-05,1.7083850949319988e-06,,8.728954420288671e-06,2.798286024689286e-05,7.614715102090829e-05,True,0.0,0.0,4566.0,8.04e-06,2.4100000000000003e-05,74.98444306160549,False
472.0,2011-04-20 19:30:00.000,2011-04-20 19:39:00.000,540.0,400,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-34.0,106.0,4567.0,0.0075405,8.04e-06,0.1065106629891343,False
474.0,2011-04-21 09:38:00.000,2011-04-21 09:48:00.000,600.0,850,,,,,0.16051871258885694,,,0.16051871258885694,,4.3985367180236296e-05,6.254281712851177e-05,4.818927603385722e-05,4.127799184061587e-05,,,9.935992872084758e-05,,,,,,2520.0,,,,,,6.625890108509e-06,,,1.5949127841191046e-05,True,-64.0,94.0,4568.0,0.00656693,8.05e-06,0.1224338324983498,False
475.0,2011-04-21 14:37:00.000,2011-04-21 14:51:00.000,840.0,490,,,,,,,,0.0,,4.3985367180236296e-05,6.254281712851177e-05,4.818927603385722e-05,4.127799184061587e-05,,,9.935992872084758e-05,,,,,,,,,,,,,,,,True,-90.0,114.0,4569.0,0.00336243,8.04e-06,0.23854239913127842,False
500.0,2011-04-24 19:13:00.000,2011-04-24 19:26:00.000,780.0,240,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-169.0,181.0,4574.0,8.06e-06,0.0142846,99.94360741807333,True
505.0,2011-04-29 00:17:00.000,2011-04-29 00:26:00.000,540.0,380,0.18835694324480776,,,,,,,0.18835694324480776,6.366328064662713e-05,,,,,,,6.366328064662713e-05,2460.0,,,,,,,1.1991420939535015e-05,,,,,,,1.1991420939535015e-05,True,-29.0,17.0,4579.0,8.08e-06,0.00433841,99.81410287381313,True
506.0,2011-04-29 20:40:00.000,2011-04-29 20:48:00.000,480.0,180,,0.6579541865342975,0.6692463067153938,,,,,0.9385064361154931,,4.5308970584301285e-05,6.671202815293023e-05,,,,,8.064364522816683e-05,,,,,,,,,2.9811226883500366e-05,4.464677845484193e-05,,,,,7.568458007844904e-05,True,-114.0,95.0,4581.0,0.0115934,0.00680256,36.97855398685363,False
516.0,2011-05-03 10:47:00.000,2011-05-03 10:52:00.000,300.0,130,,,,,,1.5856638568967596,,1.5856638568967596,,,,,,3.387278654069329e-05,,3.387278654069329e-05,,,,,,,,,,,,,5.371085334995637e-05,,5.371085334995637e-05,True,-14.0,18.0,4584.0,0.000769393,8.1e-06,1.0418100227268927,False
519.0,2011-05-09 20:42:00.000,2011-05-09 20:59:00.000,1020.0,540,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-772.0,516.0,4593.0,0.00664112,0.0453918,87.23669553813241,True
520.0,2011-05-12 12:11:00.000,2011-05-12 12:36:00.000,1500.0,200,,,,,,,0.44851738088574944,0.44851738088574944,,,,,,,5.067346016100297e-05,5.067346016100297e-05,,,,,,,,,,,,,,2.272792763183142e-05,2.272792763183142e-05,True,-183.0,133.0,4596.0,0.0115368,0.00275614,19.283226544014035,False
522.0,2011-05-15 23:25:00.000,2011-05-15 23:34:00.000,540.0,480,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-130.0,132.0,4598.0,0.00904738,8.14e-06,0.08988992349417813,False
525.0,2011-05-25 20:56:00.000,2011-05-25 21:03:00.000,420.0,110,,,,,,,,0.0,5.2297202879951016e-05,3.5530151459776484e-05,5.2589387147842594e-05,4.1691049167032666e-05,3.6785322057160855e-05,2.234144146010901e-05,,0.00010175203309231488,,,,,,,,,,,,,,,,True,-51.0,68.0,4609.0,0.00377602,8.17e-06,0.2158982503521229,False
526.0,2011-05-25 21:50:00.000,2011-05-25 21:58:00.000,480.0,140,0.5147036974472927,0.488834396331078,0.4590143879263802,0.04308697666730943,,,,0.8464216792379803,5.2297202879951016e-05,3.5530151459776484e-05,5.2589387147842594e-05,4.1691049167032666e-05,3.6785322057160855e-05,2.234144146010901e-05,,0.00010175203309231488,5940.0,6000.0,,,1080.0,,,2.6917563688461993e-05,1.7368360140391606e-05,2.4139285353090414e-05,1.7963412626955867e-06,,,,8.61251267158757e-05,True,-113.0,84.0,4610.0,0.0114693,8.17e-06,0.07118293491509887,False
560.0,2011-05-29 09:44:00.000,2011-05-29 09:47:00.000,180.0,300,,,,,,,,0.0,5.195506673771888e-05,,,,,,,5.195506673771888e-05,,,,,,,,,,,,,,,,True,-464.0,192.0,4612.0,0.022588999999999998,0.029319099999999997,56.48270693783821,False
561.0,2011-05-29 10:08:00.000,2011-05-29 10:33:00.000,1500.0,1400,,,,,,,,0.0,5.195506673771888e-05,,,,,,,5.195506673771888e-05,,,,,,,,,,,,,,,,True,-464.0,192.0,4612.0,0.022588999999999998,0.029319099999999997,56.48270693783821,False
562.0,2011-05-29 11:36:00.000,2011-05-29 11:39:00.000,180.0,770,,,,,,,,0.0,5.195506673771888e-05,,,,,,,5.195506673771888e-05,,,,,,,,,,,,,,,,True,-30.0,17.0,4613.0,0.00699965,3.27e-05,0.4649939209510335,False
563.0,2011-05-29 20:11:00.000,2011-05-29 21:20:00.000,4140.0,870,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-144.0,37.0,4614.0,0.00645848,0.0151435,70.10237024569045,False
