Event #,GOES Flare Start Time,GOES Flare Peak Time,GOES Flare Time to Peak In Sec,Flare Class Converted,17.1 Depth [%],17.7 Depth [%],18.0 Depth [%],19.5 Depth [%],20.2 Depth [%],21.1 Depth [%],28.4 Depth [%],Quad Depth [%],17.1 Pre-Flare Irradiance [W/m2],17.7 Pre-Flare Irradiance [W/m2],18.0 Pre-Flare Irradiance [W/m2],19.5 Pre-Flare Irradiance [W/m2],20.2 Pre-Flare Irradiance [W/m2],21.1 Pre-Flare Irradiance [W/m2],28.4 Pre-Flare Irradiance [W/m2],Quad Pre-Flare Irradiance [W/m2],17.1 Duration [s],17.7 Duration [s],18.0 Duration [s],21.1 Duration [s],19.5 Duration [s],20.2 Duration [s],28.4 Duration [s],Jedi Intensity 17.1,Jedi Intensity 17.7,Jedi Intensity 18.0,Jedi Intensity 19.5,Jedi Intensity 20.2,Jedi Intensity 21.1,Jedi Intensity 28.4,Jedi Intensity Quad,Has DEMON Dimming,Intensity,Max Drop,Demon Event #,Fraction of dimming on disk,Fractional size of off-limb dimming contribution,Off-Limb Percent,Is Off-Limb
1288.0,2011-12-08 01:54:00.000,2011-12-08 01:59:00.000,300.0,120,4.705535064022199,3.254166777185387,,,,,,5.721159117913041,7.763821243618925e-05,5.585432882071475e-05,,,,,,9.564203091893949e-05,,,,,,,,0.00036532933092649287,0.00018175930121035818,,,,,,0.0005471832772476117,True,-123.0,45.0,5158.0,0.00163961,0.0121269,88.08986446092729,True
1289.0,2011-12-09 13:05:00.000,2011-12-09 13:20:00.000,900.0,310,1.7457719796216726,0.4587979348454416,,1.1207341548463567,0.6720122792786238,,,2.228421167371878,7.203955950293069e-05,5.2785612448739507e-05,,6.791929142006363e-05,6.132667476776987e-05,,,0.0001278671584107513,,,,,,,,0.00012576464440450458,2.421792998103352e-05,,7.611946966742842e-05,4.12122784912679e-05,,,0.0002849418824142113,True,-365.0,351.0,5164.0,0.00903617,0.024604,73.13875048788398,False
1293.0,2011-12-12 08:30:00.000,2011-12-12 08:37:00.000,420.0,120,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-37.0,48.0,5171.0,0.00686154,7.73e-06,0.11253015240338493,False
1303.0,2011-12-14 04:50:00.000,2011-12-14 04:56:00.000,360.0,330,,,,,,,,0.0,6.65062422437283e-05,4.912992032283606e-05,7.624434996008252e-05,,,,,0.00011247235317688176,,,,,,,,,,,,,,,,True,-112.0,29.0,5176.0,0.000200814,0.00728337,97.31682171362971,True
1307.0,2011-12-14 13:18:00.000,2011-12-14 13:27:00.000,540.0,580,,,,,,,,0.0,6.65062422437283e-05,4.912992032283606e-05,7.624434996008252e-05,,,,,0.00011247235317688176,,,,,,,,,,,,,,,,True,-34.0,43.0,5178.0,7.72e-06,0.00377539,99.79593509044146,True
1308.0,2011-12-14 14:51:00.000,2011-12-14 14:59:00.000,480.0,750,,,,,,,,0.0,6.65062422437283e-05,4.912992032283606e-05,7.624434996008252e-05,,,,,0.00011247235317688176,,,,,,,,,,,,,,,,True,-16.0,54.0,5179.0,0.000447742,0.00522623,92.10884368128711,True
1311.0,2011-12-14 19:36:00.000,2011-12-14 19:46:00.000,600.0,700,,,0.1148324060915442,,,,,0.1148324060915442,6.65062422437283e-05,4.912992032283606e-05,7.624434996008252e-05,,,,,0.00011247235317688176,,,,,,,,,,8.755322156802008e-06,,,,,1.2915470934079267e-05,True,-104.0,82.0,5180.0,0.00669965,5.4000000000000005e-05,0.7995676412014244,False
1317.0,2011-12-18 02:00:00.000,2011-12-18 02:05:00.000,300.0,190,,,,,,,,0.0,,,,6.168885253525029e-05,5.643942131428048e-05,,,8.36117384426775e-05,,,,,,,,,,,,,,,,True,0.0,1.0,5190.0,5.4000000000000005e-05,7.72e-06,12.508101101749839,False
1318.0,2011-12-18 04:59:00.000,2011-12-18 05:04:00.000,300.0,180,,,,0.4170853358428268,0.39787078460722997,,,0.576421146922193,,,,6.168885253525029e-05,5.643942131428048e-05,,,8.36117384426775e-05,,,,,,,,,,,2.5729515777423484e-05,2.2455596841090792e-05,,,4.819557416928658e-05,True,0.0,3.0,5191.0,3.09e-05,7.72e-06,19.989642672190577,False
1320.0,2011-12-20 11:47:00.000,2011-12-20 11:52:00.000,300.0,210,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-12.0,22.0,5200.0,0.000547751,7.71e-06,1.3880362437686897,False
1324.0,2011-12-20 22:38:00.000,2011-12-20 22:50:00.000,720.0,620,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-31.0,11.0,5201.0,0.00566872,7.71e-06,0.13582480537943742,False
1326.0,2011-12-21 02:57:00.000,2011-12-21 03:12:00.000,900.0,310,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-118.0,36.0,5203.0,0.0114495,0.0117041,50.54980650957087,False
1327.0,2011-12-21 04:48:00.000,2011-12-21 04:55:00.000,420.0,430,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-18.0,25.0,5204.0,0.00330224,7.72e-06,0.23323544695404175,False
1328.0,2011-12-21 06:22:00.000,2011-12-21 06:27:00.000,300.0,360,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-12.0,57.0,5205.0,0.00240728,7.72e-06,0.3196687370600414,False
1329.0,2011-12-21 06:56:00.000,2011-12-21 06:59:00.000,180.0,200,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-6.0,20.0,5206.0,0.00116504,7.72e-06,0.6582762031447186,False
1331.0,2011-12-21 09:03:00.000,2011-12-21 09:09:00.000,360.0,220,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2,-11.0,10.0,5208.0,0.00172822,7.72e-06,0.4447158311923224,False
1332.0,2011-12-21 10:34:00.000,2011-12-21 10:38:00.000,240.0,250,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-55.0,195.0,5210.0,0.00196718,7.71e-06,0.39040149071593866,False
1333.0,2011-12-21 11:02:00.000,2011-12-21 11:05:00.000,180.0,210,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-55.0,195.0,5210.0,0.00196718,7.71e-06,0.39040149071593866,False
1334.0,2011-12-21 12:31:00.000,2011-12-21 12:35:00.000,240.0,130,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-4.0,3.0,5211.0,0.000377938,7.71e-06,1.9992324606895409,False
1337.0,2011-12-21 18:07:00.000,2011-12-21 18:12:00.000,300.0,190,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-24.0,23.0,5213.0,0.00218198,0.000732465,25.13222929236956,False
1341.0,2011-12-22 01:56:00.000,2011-12-22 02:08:00.000,720.0,540,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-243.0,168.0,5215.0,0.0336827,7.71e-06,0.022884850614759512,False
1343.0,2011-12-23 04:10:00.000,2011-12-23 04:15:00.000,300.0,180,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-29.0,14.0,5223.0,7.71e-06,0.00833076,99.90753699419679,True
1347.0,2011-12-24 08:27:00.000,2011-12-24 08:39:00.000,720.0,520,0.8041534781804359,,,,,,,0.8041534781804359,6.656517022444557e-05,,,,,,,6.656517022444557e-05,,,,,,,,5.352861316166069e-05,,,,,,,5.352861316166069e-05,True,-45.0,44.0,5224.0,0.000354799,0.0117855,97.0775101997076,True
1348.0,2011-12-24 11:04:00.000,2011-12-24 11:16:00.000,720.0,110,,,,,,,,0.0,6.656517022444557e-05,,,,,,,6.656517022444557e-05,,,,,,,,,,,,,,,,True,-300.0,79.0,5225.0,7.71e-06,0.0197634,99.96100370692389,True
1351.0,2011-12-25 04:47:00.000,2011-12-25 04:52:00.000,300.0,160,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-32.0,45.0,5228.0,0.00207454,7.71e-06,0.3702725417216952,False
1352.0,2011-12-25 08:49:00.000,2011-12-25 08:55:00.000,360.0,550,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-822.0,79.0,5229.0,0.039240199999999996,0.019388700000000002,33.0702094018479,False
1353.0,2011-12-25 11:20:00.000,2011-12-25 11:26:00.000,360.0,840,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-83.0,45.0,5230.0,0.00670044,7.71e-06,0.11493481809440756,False
1354.0,2011-12-25 16:55:00.000,2011-12-25 17:01:00.000,360.0,220,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-55.0,58.0,5232.0,0.00454717,7.71e-06,0.16926900379373333,False
1355.0,2011-12-25 18:11:00.000,2011-12-25 18:16:00.000,300.0,4000,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-460.0,651.0,5233.0,0.050138300000000004,6.17e-05,0.12290836653386453,False
1356.0,2011-12-25 20:23:00.000,2011-12-25 20:29:00.000,360.0,770,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-58.0,93.0,5234.0,0.0230277,7.71e-06,0.03347020955997745,False
1357.0,2011-12-26 02:13:00.000,2011-12-26 02:27:00.000,840.0,1500,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-177.0,396.0,5236.0,0.026916200000000005,7.71e-06,0.02863625676954053,False
1358.0,2011-12-26 09:38:00.000,2011-12-26 09:48:00.000,600.0,280,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-77.0,44.0,5240.0,0.0118288,7.71e-06,0.06513744338491669,False
1360.0,2011-12-26 20:12:00.000,2011-12-26 20:30:00.000,1080.0,2300,,,0.18336990272425524,,,,,0.18336990272425524,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,2460.0,,,,,,,1.3708249400539054e-05,,,,,1.3708249400539054e-05,True,-395.0,160.0,5243.0,0.0361263,3.0799999999999996e-05,0.08518382281764854,False
1361.0,2011-12-27 04:11:00.000,2011-12-27 04:22:00.000,660.0,890,,,1.4050562266736293,,,,,1.4050562266736293,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,0.00010503829085837605,,,,,0.00010503829085837605,True,-556.0,567.0,5246.0,0.0587927,0.00417139,6.625030235488196,False
1362.0,2011-12-27 08:11:00.000,2011-12-27 08:22:00.000,660.0,380,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-63.0,34.0,5247.0,0.011157299999999998,0.000925276,7.657936519497169,False
1363.0,2011-12-27 09:17:00.000,2011-12-27 09:23:00.000,360.0,400,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-39.0,57.0,5248.0,0.00455692,7.71e-06,0.16890744704390062,False
1374.0,2011-12-28 13:05:00.000,2011-12-28 13:10:00.000,300.0,200,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-4.0,11.0,5250.0,0.000639687,7.71e-06,1.1909230348611441,False
1379.0,2011-12-28 20:18:00.000,2011-12-28 20:31:00.000,780.0,400,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-146.0,311.0,5251.0,0.0127598,7.71e-06,0.06038765585458716,False
1380.0,2011-12-28 20:53:00.000,2011-12-28 21:07:00.000,840.0,230,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-146.0,311.0,5251.0,0.0127598,7.71e-06,0.06038765585458716,False
1385.0,2011-12-29 06:15:00.000,2011-12-29 06:21:00.000,360.0,300,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-44.0,74.0,5252.0,0.00329214,7.71e-06,0.2336469839538161,False
1400.0,2011-12-30 03:50:00.000,2011-12-30 03:57:00.000,420.0,110,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-94.0,145.0,5254.0,7.71e-06,0.00946596,99.91861654459149,True
1401.0,2011-12-30 04:04:00.000,2011-12-30 04:36:00.000,1920.0,190,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-94.0,145.0,5254.0,7.71e-06,0.00946596,99.91861654459149,True
1402.0,2011-12-30 05:03:00.000,2011-12-30 05:07:00.000,240.0,180,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-4.0,7.0,5255.0,0.000716912,7.71e-06,1.0640030250254617,False
1409.0,2011-12-30 20:13:00.000,2011-12-30 20:24:00.000,660.0,440,,,,,,,,0.0,,,7.475735765183343e-05,,,,,7.475735765183343e-05,,,,,,,,,,,,,,,,True,-437.0,415.0,5256.0,0.00288102,0.01838,86.44928606435627,True
1413.0,2011-12-31 16:16:00.000,2011-12-31 16:26:00.000,600.0,1500,,,,,,,,0.0,,,,,5.4077661237291366e-05,3.909694229757103e-05,,6.673053530367371e-05,,,,,,,,,,,,,,,,True,-26.0,42.0,5257.0,0.00254978,7.7e-06,0.3010776232854216,False
1419.0,2012-01-02 14:31:00.000,2012-01-02 15:24:00.000,3180.0,240,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-537.0,93.0,5262.0,0.00267328,0.061939999999999995,95.86264619285694,True
1421.0,2012-01-04 10:59:00.000,2012-01-04 11:06:00.000,420.0,130,0.2577074284462611,,,,,,,0.2577074284462611,6.116075625565524e-05,,,,,,,6.116075625565524e-05,5460.0,,,,,,,1.576158121647349e-05,,,,,,,1.576158121647349e-05,True,-11.0,15.0,5265.0,0.00037761699999999996,0.000886245,70.12197534224465,False
1427.0,2012-01-06 23:54:00.000,2012-01-07 00:09:00.000,900.0,260,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-357.0,248.0,5273.0,0.0336972,7.7e-06,0.022845342962002562,False
1429.0,2012-01-07 04:39:00.000,2012-01-07 04:53:00.000,840.0,160,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-132.0,127.0,5274.0,0.000184987,0.0134886,98.64712163677315,True
1440.0,2012-01-09 20:01:00.000,2012-01-09 20:13:00.000,720.0,260,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-163.0,15.0,5282.0,0.00487617,0.000285021,5.522388146456893,False
1442.0,2012-01-10 22:34:00.000,2012-01-10 23:01:00.000,1620.0,170,,,,,,,,0.0,,,,,,3.7606376281473786e-05,,3.7606376281473786e-05,,,,,,,,,,,,,,,,True,-35.0,24.0,5283.0,0.00259664,7.71e-06,0.2960431585616373,False
1446.0,2012-01-11 11:04:00.000,2012-01-11 11:12:00.000,480.0,160,,,,,,2.008953520910598,,2.008953520910598,,,,,,3.7606376281473786e-05,,3.7606376281473786e-05,,,,,,,,,,,,,7.554946203935556e-05,,7.554946203935556e-05,True,-129.0,93.0,5284.0,0.015340399999999999,7.71e-06,0.05023419821723979,False
1448.0,2012-01-12 00:49:00.000,2012-01-12 00:58:00.000,540.0,150,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-11.0,2.0,5285.0,0.000601179,7.71e-06,1.266240644846598,False
1451.0,2012-01-13 06:01:00.000,2012-01-13 06:05:00.000,240.0,220,,,,,,,,0.0,,,,,5.111888337220686e-05,,,5.111888337220686e-05,,,,,,,,,,,,,,,,2,-97.0,34.0,5289.0,0.00710964,0.0007633999999999999,9.696381575604848,False
1454.0,2012-01-14 13:14:00.000,2012-01-14 13:18:00.000,240.0,1400,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-23.0,12.0,5294.0,0.000185035,0.00171929,90.2834337626193,True
1462.0,2012-01-15 23:56:00.000,2012-01-15 23:59:00.000,180.0,110,,,,,,,,0.0,5.998150906331527e-05,,,,,3.788993853959255e-05,,7.094666216282957e-05,,,,,,,,,,,,,,,,True,-220.0,258.0,5300.0,0.000223595,0.024880700000000002,99.10933567343754,True
1463.0,2012-01-16 00:14:00.000,2012-01-16 00:18:00.000,240.0,250,2.2305869774470146,,,,,0.5362380867061276,,2.2941380842465557,5.998150906331527e-05,,,,,3.788993853959255e-05,,7.094666216282957e-05,,,,,,,,0.00013379397300425112,,,,,2.0318028147883876e-05,,0.00016276143961792142,True,-220.0,258.0,5300.0,0.000223595,0.024880700000000002,99.10933567343754,True
1464.0,2012-01-16 02:36:00.000,2012-01-16 04:44:00.000,7680.0,650,3.609000898278069,,,,,0.6786317299396369,,3.6722511499967934,5.998150906331527e-05,,,,,3.788993853959255e-05,,7.094666216282957e-05,,,,,,,,0.00021647332008957893,,,,,2.5713314538430213e-05,,0.00026053396171588485,True,-65.0,30.0,5302.0,0.00811522,7.71e-06,0.09491648949332325,False
1465.0,2012-01-16 08:08:00.000,2012-01-16 08:12:00.000,240.0,390,2.5453581448907907,,,,,,,2.5453581448907907,5.998150906331527e-05,,,,,3.788993853959255e-05,,7.094666216282957e-05,,,,,,,,0.00015267442263715032,,,,,,,0.00018058466438897352,True,-24.0,17.0,5303.0,0.000208293,0.00282353,93.12977703513694,True
1468.0,2012-01-17 04:41:00.000,2012-01-17 04:53:00.000,720.0,1000,,0.27288156596522706,0.8872307024531783,1.4706498929777352,1.901867276120759,1.8746162651548823,,3.186807031135844,,4.3392449394256495e-05,6.672112795058638e-05,5.705779767595232e-05,5.2365405281307176e-05,3.752549188599611e-05,,0.00011721989620633117,,,,,,,,,1.184099954177158e-05,5.919703322006714e-05,8.391204404568455e-05,9.959205070531927e-05,7.034589744742587e-05,,0.00037355718941935,True,-117.0,64.0,5307.0,0.00597897,0.00209071,25.90821445212202,False
1473.0,2012-01-18 10:16:00.000,2012-01-18 10:30:00.000,840.0,240,0.0918476026088504,,,,,,,0.0918476026088504,5.7472300492615126e-05,,,,,,,5.7472300492615126e-05,1200.0,,,,,,,5.278693016662151e-06,,,,,,,5.278693016662151e-06,True,-149.0,34.0,5310.0,0.022128099999999998,7.72e-06,0.03487559981965882,False
1475.0,2012-01-18 22:57:00.000,2012-01-18 23:20:00.000,1380.0,510,,,0.8732453124109361,1.677142493289395,1.6748941820165015,1.1194230442106914,,2.7629228710384406,,,6.413111501994233e-05,5.522719705671384e-05,5.132932225630308e-05,3.7737121601821855e-05,,0.00010593220888154969,,,,,,,,,,5.600219557085121e-05,9.262387896908179e-05,8.597118321393215e-05,4.224380354326046e-05,,0.00029268252269845505,True,-261.0,80.0,5312.0,0.00383301,0.0170905,81.68084609131068,True
1477.0,2012-01-19 12:41:00.000,2012-01-19 12:50:00.000,540.0,320,0.09049516880520868,,,,,,0.056050992713849716,0.10644758973922917,5.807928512998236e-05,,,,,,8.173509074064593e-05,0.00010026878088214405,1140.0,,,,,,5940.0,5.2558947119235996e-06,,,,,,4.58133297556979e-06,1.0673370050995136e-05,True,-6.0,21.0,5316.0,0.000717532,7.72e-06,1.0644575954288993,False
1478.0,2012-01-19 13:44:00.000,2012-01-19 16:05:00.000,8460.0,3200,,,,,,,1.1174970294866655,1.1174970294866655,5.807928512998236e-05,,,,,,8.173509074064593e-05,0.00010026878088214405,,,,,,,,,,,,,,9.133872110749488e-05,0.00011205006478604533,True,-353.0,149.0,5318.0,0.0152641,0.00873113,36.38694023770558,False
1479.0,2012-01-20 21:01:00.000,2012-01-20 21:12:00.000,660.0,130,,,,,,1.0251730495110678,,1.0251730495110678,6.081052561057732e-05,,,,,3.7693148139320926e-05,,7.154504484370299e-05,,,,,,,,,,,,,3.8641999623660063e-05,,7.334605179982509e-05,True,-29.0,20.0,5319.0,7.71e-06,0.0048832,99.84236062409654,True
1481.0,2012-01-21 13:35:00.000,2012-01-21 13:42:00.000,420.0,240,0.20189827441708275,0.10610332194333336,,,,1.1030534583126226,,1.1263870382934291,6.0733567806892104e-05,4.413470984824623e-05,,,,3.786983264338536e-05,,8.408664041559312e-05,1740.0,1560.0,,,,,,1.2262002539404404e-05,4.682839327904075e-06,,,,4.1772449863006465e-05,,9.47141018577645e-05,True,-24.0,40.0,5321.0,4.6299999999999994e-05,0.00369642,98.76293177154582,True
1483.0,2012-01-22 02:32:00.000,2012-01-22 02:57:00.000,1500.0,710,0.7675230035202816,0.4469177383881675,,,,,,0.8881593470874405,6.0733567806892104e-05,4.413470984824623e-05,,,,3.786983264338536e-05,,8.408664041559312e-05,16440.0,15660.0,,,,,,4.661441037764851e-05,1.972458470979619e-05,,,,,,7.468233565028957e-05,True,-25.0,9.0,5323.0,0.00164429,7.72e-06,0.4673095199181604,False
1484.0,2012-01-22 08:47:00.000,2012-01-22 08:54:00.000,420.0,220,1.8207054553665325,1.231945778893957,,,,,,2.1983309026022653,6.0733567806892104e-05,4.413470984824623e-05,,,,3.786983264338536e-05,,8.408664041559312e-05,,,,,,,,0.00011057793822988167,5.4371569500256495e-05,,,,,,0.00018485026012160293,2,0.0,0.0,5324.0,7.72e-06,7.72e-06,50.0,False
1494.0,2012-01-26 01:40:00.000,2012-01-26 01:49:00.000,540.0,790,0.8630661584751809,,,,0.3704643562029344,,,0.9392161801853505,6.039525639304581e-05,,,,5.399000171261529e-05,3.967883822042495e-05,,9.020486396105587e-05,,,,,,,,5.2125101925269656e-05,,,,2.000137122585935e-05,,,8.472186776364207e-05,True,-45.0,50.0,5329.0,0.00184597,0.0047192,71.88237319064092,False
1499.0,2012-01-27 01:11:00.000,2012-01-27 01:24:00.000,780.0,170,,,,,,,,0.0,,4.364112586093446e-05,6.585046988523874e-05,5.6757239993506424e-05,5.322243062740503e-05,,,0.00011088211606966239,,,,,,,,,,,,,,,,True,-102.0,16.0,5331.0,7.73e-06,0.0135674,99.94305763554382,True
1506.0,2012-01-30 04:35:00.000,2012-01-30 04:40:00.000,300.0,130,0.2231516565509084,0.13462260009893878,0.4435088804825176,0.4928022393831339,0.3900452357172771,0.07200001527008347,5.584462864938188e-05,0.8153486197387974,5.7477480974436425e-05,4.100272781215608e-05,6.222159815176079e-05,5.282970353922186e-05,4.919203396032875e-05,3.5258971668857456e-05,7.156046437254797e-05,0.00014293824089207154,2580.0,,6420.0,1080.0,4860.0,4380.0,120.0,1.282619509381881e-05,5.5198938292215235e-06,2.7595831338120512e-05,2.6034596210075608e-05,1.9187118481468727e-05,2.5386464985651773e-06,3.996267558862264e-09,0.00011654449741924226,True,-15.0,11.0,5337.0,7.73e-06,0.00173235,99.5557675509172,True
1509.0,2012-02-06 19:31:00.000,2012-02-06 20:00:00.000,1740.0,1000,,,,,,0.1977386120404958,2.015155945677378,2.024834325096893,5.0562821949521705e-05,3.659559661173262e-05,,,,3.202790321665816e-05,5.992524408308479e-05,9.226406731626675e-05,,,,420.0,,,,,,,,,6.333153128629316e-06,0.00012075871191019644,0.0001868194504750273,True,-1.0,1.0,5348.0,6.2e-05,7.75e-06,11.111111111111112,False
1513.0,2012-02-07 16:11:00.000,2012-02-07 17:34:00.000,4980.0,680,0.05186960881585101,0.5166420438683481,,,,4.676275086491966,4.483573101725348,6.49919886608124,5.0562821949521705e-05,3.659559661173262e-05,,,,3.202790321665816e-05,5.992524408308479e-05,9.226406731626675e-05,1140.0,,,,,,,2.622673795147216e-06,1.8906823830067134e-05,,,,0.00014977128588463445,0.000268679212485245,0.0005996425216819241,True,-65.0,43.0,5349.0,7.75e-06,0.00509848,99.84822461972924,True
1522.0,2012-02-11 15:55:00.000,2012-02-11 16:05:00.000,600.0,270,,,,,,,,0.0,5.173041427042335e-05,,,,,3.0974839319242164e-05,,6.0294912152208084e-05,,,,,,,,,,,,,,,,True,-13.0,33.0,5354.0,7.76e-06,0.00347629,99.77727070507025,True
1530.0,2012-02-19 08:41:00.000,2012-02-19 08:51:00.000,600.0,100,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,True,-230.0,168.0,5358.0,0.035734300000000004,7.79e-06,0.021795032131584915,False
1537.0,2012-03-01 15:10:00.000,2012-03-01 15:26:00.000,960.0,330,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,2,-2.0,9.0,5374.0,3.91e-05,7.82e-06,16.666666666666664,False
1538.0,2012-03-02 17:29:00.000,2012-03-02 17:46:00.000,1020.0,3300,,,,1.1455902404826048,0.6673392364185773,,,1.325789823295051,,,,5.0643833674257614e-05,4.702549025144739e-05,3.2325257052434615e-05,,7.629624411542692e-05,,,,,,,,,,,5.801708159785382e-05,3.138195475661015e-05,,,0.00010115278400386793,True,-61.0,97.0,5376.0,7.83e-06,0.0108551,99.92791999948449,True
1548.0,2012-03-04 10:29:00.000,2012-03-04 10:52:00.000,1380.0,2000,,,0.5347275009402122,0.5873728871158708,,,,0.7943175742614524,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,3.200931569539784e-05,2.9714432260935732e-05,,,,6.22542035721636e-05,True,-153.0,268.0,5377.0,0.019733,0.012496799999999999,38.7740538259623,False
1549.0,2012-03-04 17:24:00.000,2012-03-04 17:31:00.000,420.0,320,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-86.0,180.0,5378.0,0.00615819,7.83e-06,0.12698628937304776,False
1552.0,2012-03-05 02:30:00.000,2012-03-05 04:09:00.000,5940.0,11000,,,0.2249380096704776,0.588675766882119,,,,0.6301874853634962,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,2640.0,,5400.0,,,,,1.3465011151992001e-05,2.9780343257863803e-05,,,,4.939059800977748e-05,True,-809.0,233.0,5380.0,0.06412480000000001,0.0117631,15.500626582103338,False
1562.0,2012-03-05 19:10:00.000,2012-03-05 19:16:00.000,360.0,2100,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-49.0,25.0,5382.0,0.00451492,7.84e-06,0.17334547930909439,False
1563.0,2012-03-05 19:27:00.000,2012-03-05 19:30:00.000,180.0,1800,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-49.0,25.0,5382.0,0.00451492,7.84e-06,0.17334547930909439,False
1565.0,2012-03-05 22:26:00.000,2012-03-05 22:34:00.000,480.0,1300,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-24.0,51.0,5383.0,0.00215617,7.84e-06,0.3622903775860556,False
1566.0,2012-03-05 22:53:00.000,2012-03-05 22:56:00.000,180.0,250,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-24.0,51.0,5383.0,0.00215617,7.84e-06,0.3622903775860556,False
1570.0,2012-03-06 01:13:00.000,2012-03-06 01:18:00.000,300.0,350,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-39.0,11.0,5384.0,0.00407126,7.84e-06,0.19219925964060697,False
1571.0,2012-03-06 01:36:00.000,2012-03-06 01:44:00.000,480.0,1200,,,,,,,,0.0,,,5.9860986463415124e-05,5.0588702530755356e-05,,,,7.83744507101544e-05,,,,,,,,,,,,,,,,True,-39.0,11.0,5384.0,0.00407126,7.84e-06,0.19219925964060697,False
