Year,Month,Day,Intensity,Start,Peak Time,End,Event #,Max Drop,Lat,Lon,dist.R,AR#,Count,Flare
Year,Month,Day,intensity,start, peak,end,event #,max_drop,lat,lon,dist.R,AR#,count,flare
2013,11,14,-34,0:06,0:06,0:34,8059,40,12,-50,0.78,AR 1899,23,B9
2014,4,24,-77,0:30,0:30,1:22,8058,42,-21,-7,0.3,AR 2044,35,
2014,4,23,-139,23:32,23:38,0:12,8057,77,-25,-2,0.35,AR 2044,29,C2
2014,11,11,-209,4:38,4:48,5:38,8056,71,11,0,0.14,AR 2205,39,C1
2014,11,11,-135,0:06,0:06,0:48,8055,172,14,-5,0.21,AR 2205,30,C3
2013,11,13,-1,4:04,4:04,4:30,8053,9,-18,70,0.96,AR 1890,22,C4
2014,11,10,-6,13:48,13:50,14:14,8052,6,16,6,0.25,AR 2205,22,
2015,5, 9,-42,19:34,19:36,20:02,8051,52,20,-41,0.73,AR 2339,23,
2014,4,23,-187,2:36,2:42,4:18,8050,9,,,,AR 2044,60,
2014,11,10,-69,13:06,13:10,13:38,8049,14,-20,-37,0.69,AR 2207,25,C3
2015,5, 9,-57,18:50,18:50,19:18,8048,87,19,-42,0.74,AR 2339,23,
2014,4,23,-26,0:02,0:02,0:28,8047,57,8,5,0.24,AR 2042,22,B3
2015,5, 9,-1,16:50,16:50,17:16,8046,2,,,,AR 2338,22,B4
2014,4,22,-16,16:30,16:34,17:04,8045,13,,,,AR 2042,26,C1
2013,11,12,-78,15:02,15:02,15:34,8044,23,-21,71,0.97,AR 1890,25,B6
2014,4,22,-6,15:58,15:58,16:22,8043,8,,,,AR 2042,21,C1
2014,11, 9,-204,19:40,19:54,20:42,8042,47,11,-21,0.38,AR 2205,40,B7
2015,5, 9,-402,0:50,1:26,2:20,8040,249,,,1.11,,54,
2014,4,22,-377,5:34,5:48,6:44,8039,257,-10,16,0.29,AR 2038,44,C3
2014,11, 9,-143,15:38,15:40,16:20,8038,203,13,-23,0.42,AR 2205,30,M1
2014,4,22,-28,1:14,1:14,1:40,8036,6,,,,AR 2042,22,B8
2013,11,11,-244,21:06,21:24,22:04,8035,115,,,1.05,,38,
2014,11, 9,-109,11:00,11:06,11:44,8034,107,,,1.05,,31,B5
2014,4,21,-588,23:10,23:46,1:08,8033,25,,,1.09,,68,C2
2013,11,11,-45,17:10,17:14,17:38,8032,57,-16,46,0.77,AR 1890,23,C2
2015,5, 8,-7,9:50,9:50,10:14,8031,18,-5,-45,0.71,AR 2340,21,C2
2014,11, 9,-69,7:44,7:44,8:24,8029,49,19,-22,0.45,AR 2205,29,C3
2015,5, 8,-2,8:12,8:12,8:38,8028,7,,,,AR 2338,22,B7
2014,4,21,-649,19:36,19:46,20:54,8027,305,-5,7,0.13,AR 2038,48,C5
2014,11, 9,-139,3:14,3:14,3:46,8026,141,12,-30,0.52,AR 2205,25,C2
2015,5, 8,-19,4:20,4:20,4:46,8025,25,35,-60,0.94,AR 2339,22,C4
2014,4,21,-97,15:28,15:28,15:58,8024,43,1,3,0.11,AR 2038,24,
2015,5, 7,-89,20:02,20:06,20:38,8023,180,35,-62,0.95,AR 2339,27,C4
2013,11,11,-67,0:40,0:54,1:26,8022,36,-16,31,0.6,AR 1890,32,C4
2014,11, 8,-140,16:14,16:16,17:04,8021,55,,,1.11,,34,C3
2014,4,21,-279,9:24,10:52,12:00,8020,93,-2,2,0.06,AR 2038,87,
2013,11,10,-68,22:30,22:32,22:56,8019,31,-21,30,0.62,AR 1890,22,
2015,5, 7,-115,13:06,13:08,13:42,8018,70,,,1.13,,27,
2014,4,21,-59,3:34,3:38,4:22,8017,41,,,1.06,,33,
2014,4,21,-81,0:02,0:34,1:00,8016,103,,,1.01,,38,B4
2014,4,20,-76,21:14,21:16,21:44,8015,17,-24,21,0.47,AR 2038,24,
2014,11, 7,-7,22:24,22:26,22:52,8014,7,,,,AR 2206,23,
2015,5, 6,-167,23:48,0:22,0:52,8013,59,-17,15,0.34,AR 2335,41,C1
2013,11,10,-849,5:16,5:20,6:28,8012,"1,810",-23,15,0.51,AR 1890,45,M7
2014,4,20,-57,17:28,17:32,17:56,8010,17,-3,-2,0.04,AR 2038,23,
2015,5, 6,-32,20:22,20:22,20:46,8009,138,,,,AR 2335,21,C2
2014,4,20,-7,13:42,13:46,14:14,8008,29,,,1.05,,25,B5
2014,11, 7,-206,17:20,17:36,18:36,8007,117,21,-47,0.76,AR 2205,47,X2
2014,11, 7,-3,16:26,16:50,17:14,8006,15,,,,AR 2206,33,
2013,11, 9,-157,20:28,20:30,21:08,8005,75,28,72,0.97,AR 1887,28,
2014,4,20,-77,8:04,8:30,9:02,8004,14,,,1.1,,38,C2
2015,5, 6,-19,11:54,11:58,12:32,8003,32,,,,AR 2335,28,M2
2014,11, 7,-228,15:02,15:08,16:10,8002,135,12,-47,0.75,AR 2205,43,C7
2014,4,20,-3,6:16,6:16,6:40,8001,6,,,,AR 2038,21,B5
2013,11, 9,-32,14:14,14:14,14:38,8000,18,,,1.08,,21,
2014,4,20,-93,4:30,4:40,5:06,7999,127,-3,-19,0.33,AR 2038,27,C1
2014,4,20,-164,0:24,0:26,1:28,7998,60,,,,AR 2038,41,B6
2015,5, 6,-1,0:44,0:46,1:10,7997,2,,,,AR 2335,22,C2
2014,11, 7,-121,4:16,4:20,5:04,7996,105,,,1.12,,33,M1
2014,4,19,-2,23:46,23:46,0:12,7995,12,,,,AR 2038,22,C1
2014,11, 7,-213,2:38,2:52,3:58,7994,126,20,-56,0.85,AR 2205,49,M3
2013,6,29,-225,20:18,20:24,20:52,7993,405,-11,13,0.33,AR 1778,26,
2015,5, 5,-542,22:06,22:22,23:38,7992,427,,,1.07,,55,X2
2014,4,19,-139,19:24,19:36,20:10,7991,192,-7,-25,0.43,AR 2038,32,C5
2014,11, 6,-17,23:06,23:14,23:30,7990,21,13,-43,0.69,AR 2205,21,C7
2015,5, 5,-2,17:44,17:44,18:08,7989,4,-19,-14,0.36,AR 2335,21,M2
2014,4,19,-5,15:50,15:56,16:18,7988,20,,,1.08,,23,B7
2014,4,19,-49,13:50,13:52,14:34,7987,17,,,,AR 2038,31,
2015,5, 5,-41,14:12,14:12,15:38,7986,11,,,,AR 2336,52,M1
2014,4,19,-3,11:44,11:44,12:18,7985,16,,,,AR 2038,26,
2013,11, 8,-73,10:14,10:14,10:38,7984,60,-14,35,0.64,AR 1891,21,
2014,11, 6,-130,14:28,14:28,15:42,7983,31,20,-68,0.94,AR 2205,46,C3
2013,11, 8,-141,9:38,9:38,10:08,7982,214,-18,31,0.61,AR 1891,24,M4
2015,5, 5,-77,10:16,10:16,10:50,7981,19,10,8,0.28,AR 2336,26,M1
2015,5, 5,-86,9:44,9:54,10:08,7980,33,11,7,0.29,AR 2336,21,M1
2014,11, 6,-46,12:18,12:28,13:02,7979,41,,,1.08,,31,
2014,4,19,-16,6:50,6:50,7:14,7978,91,,,1.04,,21,
2015,5, 5,-7,8:24,8:26,8:50,7977,32,,,,AR 2336,22,
2013,11, 8,-531,4:32,4:34,5:26,7976,"1,115",-24,-13,0.51,AR 1890,36,X1
2015,5, 5,-18,7:04,7:04,7:28,7975,31,-20,-31,0.57,AR 2337,21,
2014,11, 6,-16,6:10,6:10,6:38,7974,14,,,,AR 2204,23,
2013,11, 8,-82,2:54,2:56,3:28,7973,56,23,39,0.68,AR 1887,26,C4
2015,5, 5,-39,4:04,4:06,4:30,7972,21,,,1.19,,22,
2013,11, 8,-91,2:20,2:32,2:44,7971,51,24,42,0.72,AR 1887,21,C4
2013,11, 8,-56,1:44,1:44,2:12,7970,73,26,43,0.74,AR 1887,23,
2014,11, 6,-80,3:42,3:58,4:52,7969,237,27,-79,0.99,AR 2205,44,M4
2013,11, 7,-28,23:14,23:14,23:40,7968,32,29,46,0.78,AR 1887,22,B5
2013,6,28,-93,11:38,11:40,12:18,7966,70,,,1.13,,29,
2014,11, 5,-274,19:26,19:48,20:32,7965,206,,,1.11,,42,M2
2014,4,18,-651,12:46,13:00,16:28,7964,498,-21,35,0.62,AR 2036,120,X1
2013,11, 7,-143,14:32,14:36,15:34,7963,194,-23,-20,0.56,AR 1890,40,M3
2015,5, 4,-4,10:04,10:04,10:28,7962,12,,,,AR 2336,21,
2014,4,18,-68,9:46,9:46,10:12,7961,53,-23,-16,0.4,AR 2038,22,
2015,5, 4,-7,9:32,9:32,10:00,7960,16,,,1.11,,23,
2013,6,28,-265,1:24,1:48,3:08,7959,153,-24,18,0.53,AR 1777,61,C6
2013,11, 7,-5,10:30,10:36,11:04,7958,18,,,,AR 1890,26,C1
2014,4,18,-387,8:06,8:26,9:42,7957,25,-22,36,0.64,AR 2036,57,C3
2014,11, 5,-281,9:50,10:00,10:36,7956,313,,,1.07,,32,M8
2014,4,18,-193,6:54,7:22,8:02,7955,95,-32,35,0.68,AR 2036,43,
2013,11, 7,-52,5:30,5:30,5:54,7954,45,-15,14,0.41,AR 1891,21,
2015,5, 4,-122,3:02,3:14,4:08,7953,40,,,1.13,,42,
2013,6,27,-154,19:38,19:48,20:24,7952,82,-21,25,0.57,AR 1777,32,
2013,11, 7,-383,3:46,3:50,4:40,7951,504,-23,-24,0.58,AR 1890,36,M4
2014,4,18,-27,1:56,2:02,2:44,7950,30,-14,32,0.55,AR 2036,33,
2013,11, 6,-181,23:42,0:02,0:52,7949,49,,,1.11,,44,M1
2014,4,17,-49,22:04,22:04,22:28,7948,62,-13,29,0.5,AR 2037,21,
2013,6,27,-384,9:58,10:20,11:06,7947,74,-39,-22,0.73,AR 1778,43,
2013,11, 6,-46,21:40,21:42,22:18,7946,18,,,,AR 1890,28,C2
2014,4,17,-320,19:16,20:22,20:48,7945,61,,,1.11,,55,
2014,4,17,-24,18:04,18:04,18:28,7944,24,-23,21,0.45,AR 2036,21,
2013,6,27,-173,1:14,1:28,1:56,7943,47,-35,-26,0.71,AR 1778,30,
2013,11, 6,-490,13:50,14:00,15:10,7942,868,-26,-42,0.77,AR 1890,49,M5
2015,5, 3,-1,6:34,6:36,7:00,7941,2,,,,,22,C1
2014,4,17,-29,11:52,11:52,12:16,7940,50,-7,17,0.29,AR 2037,21,C2
2014,11, 4,-143,8:34,9:02,9:34,7939,68,,,1.11,,39,M2
2015,5, 3,-49,3:02,3:02,3:30,7938,40,,,1.07,,23,B9
2013,11, 6,-11,10:08,10:08,10:42,7937,7,,,,AR 1889,26,C3
2013,11, 6,-141,8:56,8:56,9:32,7936,204,-22,-44,0.77,AR 1890,27,C8
2015,5, 3,-16,0:28,0:28,1:02,7935,16,,,,,26,
2014,4,17,-27,4:16,4:16,4:42,7934,51,-23,-18,0.42,AR 2035,22,B4
2013,11, 6,-3,3:26,3:26,3:50,7933,6,-23,-37,0.71,AR 1890,21,
2014,11, 3,-214,22:30,22:50,23:24,7932,353,,,1.13,,36,M7
2013,11, 6,-5,2:06,2:24,2:48,7931,6,,,,AR 1889,30,C5
2013,11, 6,-1,0:02,0:02,0:28,7930,2,,,,AR 1889,22,
2014,11, 3,-149,18:26,18:38,19:04,7929,104,16,12,0.3,AR 2203,28,B9
2014,4,16,-461,19:40,20:06,21:08,7928,85,-22,-18,0.41,AR 2035,52,C7
2013,11, 5,-545,22:18,22:22,23:18,7927,258,-26,-56,0.89,AR 1890,39,X2
2014,11, 3,-96,15:02,15:04,15:54,7926,94,9,36,0.6,AR 2202,35,
2013,11, 5,-18,19:40,19:40,20:00,7925,26,-17,61,0.91,AR 1885,19,
2013,11, 5,-22,18:20,18:22,18:48,7924,36,-29,-56,0.9,AR 1890,23,C5
2015,5, 2,-35,3:24,3:24,3:50,7923,47,,,1.16,,22,
2014,4,16,-148,12:52,13:08,13:42,7922,21,-10,-10,0.19,AR 2035,34,C6
2014,11, 3,-463,11:36,11:42,13:12,7921,596,,,1.11,,57,M3
2013,6,25,-57,21:30,21:42,22:10,7920,34,0,67,0.93,AR 1774,29,
2014,4,16,-33,10:58,11:02,11:28,7919,37,-21,-14,0.36,AR 2035,24,B5
2013,11, 5,-13,13:50,13:50,14:16,7918,19,,,,AR 1889,22,
2014,4,16,-87,9:52,9:52,10:16,7917,63,7,6,0.24,AR 2034,21,
2013,6,25,-13,17:38,17:42,18:06,7916,4,,,1.21,,23,
2013,11, 5,-26,12:04,12:08,12:34,7915,27,-20,-46,0.79,AR 1890,24,C8
2015,5, 1,-176,21:48,21:54,22:34,7914,95,,,1.07,,32,
2014,4,16,-44,8:56,9:04,9:30,7913,106,-16,-10,0.25,AR 2035,26,C4
2014,11, 3,-13,5:00,5:00,5:26,7912,64,-2,-18,0.33,AR 2201,22,B5
2013,11, 5,-101,11:14,11:26,11:58,7911,38,,,1.1,,31,
2014,4,16,-10,7:48,7:48,8:14,7910,36,-14,-13,0.26,AR 2035,22,C1
2014,11, 3,-57,3:58,3:58,4:38,7909,80,9,-13,0.25,AR 2201,29,C4
2014,4,16,-29,6:50,6:52,7:20,7908,89,-5,1,0.02,AR 2037,24,B5
2014,4,16,-83,5:22,5:24,5:48,7907,78,-15,-13,0.27,AR 2035,22,B8
2013,11, 5,-467,7:50,8:26,9:28,7906,102,,,1.04,,58,M5
2014,11, 3,-36,0:04,0:04,0:32,7905,76,-1,-24,0.43,AR 2201,23,B9
2013,11, 5,-228,5:58,6:04,6:46,7904,227,-15,13,0.39,AR 1889,33,B8
2014,4,16,-67,0:06,0:06,0:30,7903,60,-15,-16,0.32,AR 2035,21,B6
2014,11, 2,-153,20:42,20:54,21:28,7902,152,,,1.08,,31,C5
2014,4,15,-104,19:00,19:00,19:28,7901,81,-14,-19,0.35,AR 2035,23,
2013,11, 5,-427,1:48,2:20,3:10,7900,66,26,-40,0.71,,50,
2014,11, 2,-64,17:10,17:10,17:50,7899,168,3,-21,0.37,AR 2201,29,C3
2014,4,15,-218,17:46,18:12,18:48,7898,310,-16,-35,0.59,AR 2035,40,C5
2015,4,30,-102,20:24,20:34,21:02,7897,62,,,1.11,,27,
2014,4,15,-53,12:56,12:56,13:24,7896,134,,,,AR 2034,23,C2
2014,11, 2,-229,9:42,9:48,10:44,7895,313,,,1.09,,40,
2013,11, 4,-32,15:20,15:20,15:44,7894,27,,,,AR 1889,21,
2013,6,24,-61,11:40,11:44,12:18,7893,70,-36,-59,0.93,AR 1778,28,M2
2014,4,15,-24,9:32,9:32,10:02,7892,68,,,,AR 2034,24,M1
2013,11, 4,-31,12:32,12:32,13:00,7891,28,-11,-51,0.8,AR 1890,23,B4
2014,11, 2,-58,2:30,2:34,3:06,7890,106,,,1.07,,27,
2014,11, 1,-3,9:38,9:38,10:04,7889,4,,,,AR 2202,22,
2013,11, 3,-69,23:50,23:50,0:14,7887,35,-15,-4,0.35,AR 1889,21,
2013,6,23,-263,21:02,21:04,21:58,7886,551,-23,-67,0.95,AR 1778,37,C4
2014,11, 1,-496,4:22,4:56,5:50,7885,115,-26,-55,0.89,AR 2201,53,
2015,4,29,-82,16:30,16:36,17:10,7884,67,,,1.12,,29,B8
2014,4,14,-157,7:58,8:00,8:44,7883,102,,,1.15,,32,C4
2014,4,14,-11,0:54,0:54,1:18,7882,9,,,,AR 2032,21,
2013,6,23,-37,3:28,3:30,4:04,7880,31,-16,-23,0.49,AR 1777,27,
2014,10,31,-9,9:36,9:36,10:00,7879,4,,,,AR 2202,21,B8
2014,4,13,-72,21:26,21:28,21:56,7878,85,-24,-48,0.77,AR 2035,24,
2013,11, 2,-8,23:22,23:24,23:48,7877,4,-9,10,0.28,AR 1884,22,
2013,11, 2,-3,22:38,22:38,23:02,7876,6,,,,AR 1884,21,M1
2015,4,28,-67,13:54,14:04,14:40,7875,61,,,1.03,,32,
2013,11, 2,-448,19:40,19:52,20:44,7874,306,-24,3,0.48,AR 1885,41,
2014,10,30,-9,23:06,23:08,23:40,7873,13,,,,AR 2196,26,C4
2014,10,30,-40,20:50,20:50,21:14,7872,54,-16,47,0.79,AR 2198,20,B8
2014,10,30,-2,18:04,18:04,18:30,7871,7,-8,-72,0.96,,22,C2
2013,11, 2,-27,13:30,13:32,14:00,7870,78,-9,6,0.25,AR 1884,24,C4
2014,10,30,-83,13:16,13:22,14:10,7868,233,,,1.02,,36,C7
2013,11, 2,-169,7:22,7:34,8:22,7867,57,,,1.09,,39,
2013,6,22,-39,0:56,1:06,1:58,7866,14,-29,-69,0.96,AR 1777,40,
2013,11, 2,-380,4:44,4:50,5:34,7865,985,-24,-4,0.49,AR 1885,34,C8
2013,6,21,-136,21:06,21:12,22:14,7864,52,,,1.07,,43,
2013,11, 2,-25,3:12,3:12,3:36,7863,25,-9,-2,0.24,AR 1884,21,
2014,4,12,-141,7:24,7:44,8:14,7862,42,,,1.14,,34,C6
2013,11, 1,-96,22:16,22:22,22:46,7861,185,-8,-2,0.22,AR 1884,24,
2013,11, 1,-8,21:08,21:08,21:32,7860,20,,,,AR 1884,21,
2013,11, 1,-219,20:00,20:02,20:52,7859,107,-9,-2,0.23,AR 1884,35,X1
2015,4,26,-79,21:46,21:48,22:26,7858,62,-19,77,0.98,AR 2331,29,
2015,4,26,-10,21:06,21:06,21:32,7857,11,-14,38,0.63,AR 2327,22,C1
2013,6,21,-64,4:08,4:38,5:06,7856,26,,,1.04,,38,
2014,4,11,-30,14:44,14:46,15:14,7855,71,,,1.15,,24,C6
2013,6,21,-142,2:44,3:12,4:00,7854,184,,,1.09,,47,M4
2014,4,11,-88,11:30,11:32,12:04,7853,104,,,1.03,,26,C8
2014,10,28,-105,19:56,20:00,20:28,7852,81,,,1.14,,25,B4
2014,4,11,-237,2:54,2:58,3:30,7851,125,,,1,,27,
2013,6,20,-225,2:32,2:34,3:50,7850,274,-11,-6,0.24,AR 1774,48,
2015,4,26,-146,3:46,3:48,4:30,7849,86,-24,29,0.57,AR 2327,31,
2014,4,11,-16,2:04,2:04,2:28,7848,9,,,,,21,
2013,10,31,-367,20:52,21:46,22:28,7847,94,,,1.15,,56,C1
2014,10,28,-18,8:30,8:30,8:58,7844,8,,,,AR 2195,23,C2
2013,6,19,-126,17:10,17:28,17:54,7843,197,7,5,0.12,AR 1776,31,B9
2015,4,25,-221,18:06,18:18,19:04,7842,223,,,1.12,,38,
2013,10,31,-248,13:46,13:48,14:34,7841,179,,,1.12,,33,M2
2013,6,19,-81,9:44,10:00,10:32,7839,53,,,1.1,,33,C6
2015,4,25,-63,6:46,6:46,7:14,7838,72,-50,-46,0.87,,23,
2013,6,19,-239,7:28,7:30,8:44,7837,197,9,0,0.12,AR 1776,47,C3
2014,4, 9,-537,23:52,0:12,0:56,7836,106,-25,-16,0.42,,41,
2015,4,25,-44,3:52,3:52,4:16,7835,35,-16,33,0.57,AR 2331,21,
2014,10,27,-48,17:54,17:54,18:40,7834,25,-34,69,0.98,AR 2192,32,M1
2014,10,27,-3,16:36,16:36,17:00,7833,5,,,,AR 2195,21,
2014,4, 9,-93,21:02,21:02,21:44,7832,76,,,1.1,,30,
2013,10,30,-105,17:30,17:48,18:18,7831,74,-16,22,0.5,AR 1882,33,
2013,6,19,-193,1:02,1:16,1:54,7830,115,9,-5,0.17,AR 1776,35,C3
2014,4, 9,-295,18:50,19:18,20:16,7829,33,,,1.14,,52,
2013,6,18,-154,15:28,15:28,16:22,7828,70,,,1.12,,36,B5
2014,10,27,-6,0:36,1:10,1:40,7827,1,-15,39,0.69,AR 2192,41,M3
2014,10,26,-55,20:28,20:28,21:10,7826,41,-36,60,0.95,AR 2192,29,M1
2013,10,29,-668,21:52,22:02,23:04,7825,605,,,1.09,,45,X1
2014,10,26,-2,19:28,19:28,19:52,7824,3,-15,38,0.68,AR 2192,21,
2014,10,26,-6,18:42,18:44,19:08,7823,16,-16,36,0.67,AR 2192,22,M1
2015,4,23,-49,20:30,20:34,21:06,7822,54,,,1.09,,26,B6
2014,4, 8,-50,11:52,11:54,12:24,7821,57,,,1.12,,25,
2013,10,29,-2,18:44,18:44,19:08,7820,9,,,,AR 1882,21,C1
2013,6,18,-78,0:48,0:50,1:14,7819,70,,,1.06,,22,
2014,10,26,-12,13:32,13:32,14:02,7818,7,-25,47,0.82,AR 2192,24,C3
2015,4,23,-88,17:06,17:12,17:48,7817,24,,,1.08,,30,B5
2013,6,17,-38,22:50,22:54,23:20,7816,37,-27,-18,0.55,AR 1772,24,B4
2014,10,26,0,13:04,13:04,13:28,7815,1,,,,AR 2194,21,C3
2015,4,23,-2,15:26,15:26,15:52,7814,5,,,,AR 2327,22,B7
2014,10,26,-2,12:10,12:14,12:54,7813,9,,,,AR 2194,31,
2014,4, 7,-84,21:06,21:08,21:34,7812,88,,,1.15,,23,
2015,4,23,-491,9:10,9:30,10:40,7811,249,,,1.15,,54,
2013,10,29,-24,2:42,2:42,3:08,7810,42,,,,AR 1882,22,B9
2013,10,28,-30,21:48,21:54,22:18,7809,82,4,-23,0.4,AR 1882,24,B6
2013,10,28,-6,20:34,20:34,20:58,7807,13,6,-27,0.46,AR 1882,21,M2
2014,4, 7,-39,8:50,8:52,9:24,7806,22,-2,32,0.54,AR 2031,26,
2015,4,22,-31,23:14,23:20,23:44,7805,4,,,1.13,,24,
2014,10,25,-168,19:54,21:02,22:26,7804,13,-24,38,0.74,AR 2192,84,
2014,4, 7,-50,6:46,6:48,7:16,7803,53,-15,21,0.39,AR 2026,24,C3
2014,4, 7,-30,5:56,5:56,6:20,7802,30,,,1.15,,21,
2014,4, 7,-187,3:46,4:10,5:00,7801,54,3,31,0.54,AR 2031,46,C1
2013,10,28,-949,14:32,15:22,16:48,7800,941,-4,-34,0.58,AR 1882,77,M7
2014,10,25,-2,8:40,8:40,9:06,7799,7,,,1.21,,22,C4
2014,4, 7,-146,2:56,3:14,3:42,7798,104,-3,24,0.41,AR 2031,32,B8
2015,4,22,-16,8:24,8:24,8:50,7797,75,25,42,0.79,AR 2324,22,
2013,10,28,-106,11:54,12:00,12:44,7796,53,,,,AR 1881,34,C6
2013,6,16,-43,10:30,10:30,11:08,7795,35,,,,,28,C1
2014,10,25,-7,4:26,4:26,4:52,7794,5,,,,AR 2194,22,C3
2013,10,28,-88,10:26,10:34,11:14,7793,36,0,57,0.84,AR 1877,33,B4
2015,4,22,-259,5:42,6:28,7:02,7792,46,-5,2,0.03,AR 2331,49,B8
2014,4, 6,-276,21:02,21:10,22:22,7791,191,-1,20,0.36,AR 2026,49,C5
2015,4,22,-9,4:56,4:58,5:26,7790,13,25,40,0.77,AR 2324,24,B5
2014,10,25,-85,1:16,1:16,2:02,7789,21,,,,AR 2194,32,B9
2015,4,22,-22,3:40,3:40,4:04,7788,75,25,40,0.76,AR 2324,21,C2
2014,4, 6,-84,16:26,16:28,17:04,7787,45,,,1.07,,28,
2013,10,28,-565,4:48,4:54,6:10,7786,928,,,1.07,,50,M7
2014,10,24,-509,23:44,23:52,1:12,7785,758,-25,24,0.62,AR 2192,53,
2015,4,22,-47,1:30,2:00,2:30,7784,29,28,29,0.7,AR 2324,39,C3
2015,4,22,-16,0:08,0:08,0:32,7783,121,25,38,0.75,AR 2324,21,
2014,10,24,-17,21:40,22:44,23:40,7782,2,,,,AR 2194,69,
2013,10,28,-804,1:20,2:06,3:06,7781,92,,,1.06,,62,M8
2014,4, 6,-108,5:50,6:00,6:26,7779,73,3,9,0.23,AR 2027,27,
2014,10,24,-16,14:48,14:48,15:16,7778,27,,,1.14,,23,
2015,4,21,-21,15:56,16:00,16:30,7777,119,,,,AR 2325,26,M3
2013,10,27,-57,18:04,18:06,18:44,7776,42,,,,AR 1881,29,C8
2014,4, 5,-54,21:50,21:54,22:22,7775,72,20,24,0.59,AR 2029,25,
2013,6,15,-21,3:56,4:02,4:30,7774,22,,,1.08,,26,C1
2014,10,24,-44,9:08,9:08,10:08,7773,56,-22,4,0.46,AR 2192,39,
2013,10,27,-71,12:52,12:58,13:32,7772,102,,,1.1,,29,M5
2015,4,21,-109,11:34,11:44,14:20,7771,22,18,63,0.92,AR 2321,92,M2
2013,10,27,-113,11:58,12:12,12:36,7770,77,,,1.08,,28,B4
2014,10,24,-120,7:52,8:06,8:50,7769,89,-22,38,0.73,AR 2192,38,M2
2014,4, 5,-64,15:04,15:04,15:28,7768,20,-16,-3,0.18,AR 2026,21,
2015,4,21,-89,10:18,10:28,11:12,7767,163,,,1.11,,36,M2
2013,10,27,-61,8:16,8:22,8:54,7766,51,,,1.14,,28,B9
2015,4,21,-10,8:56,8:58,9:24,7765,26,22,28,0.63,AR 2324,23,
2014,10,24,-22,4:10,4:10,4:40,7764,43,,,,AR 2192,24,B8
2014,10,24,-82,3:16,3:20,3:52,7763,55,-24,2,0.49,AR 2192,27,
2013,10,27,-65,5:20,5:22,5:50,7762,47,,,1.11,,24,
2014,10,24,-32,1:20,1:24,1:52,7761,28,-24,-1,0.49,AR 2192,25,
2015,4,21,-72,1:50,1:54,2:20,7759,40,12,14,0.38,AR 2324,24,B7
2013,10,26,-65,22:44,22:46,23:24,7758,66,,,1.11,,29,C3
2014,10,23,-2,19:20,19:30,19:56,7757,2,-17,3,0.39,AR 2192,27,C2
2015,4,20,-142,20:42,21:02,21:42,7756,76,,,1.11,,38,
2013,10,26,-28,20:50,21:06,21:32,7755,11,-14,-49,0.8,AR 1882,29,B4
2013,10,26,-565,18:44,19:38,20:10,7754,297,-12,-68,0.95,AR 1882,52,M5
2013,6,14,-210,0:10,0:26,1:18,7753,92,,,1.13,,43,C1
2014,4, 4,-276,13:44,13:50,14:40,7752,439,17,-32,0.65,AR 2030,37,C7
2014,10,23,-20,11:38,11:38,12:02,7751,15,8,-47,0.74,AR 2195,21,
2013,10,26,-155,17:34,17:36,18:34,7750,134,-7,-60,0.88,AR 1882,39,C6
2014,10,23,-36,10:36,10:36,11:06,7749,81,-20,-7,0.45,AR 2192,24,
2014,4, 4,-75,11:08,11:08,11:32,7748,53,18,-28,0.61,AR 2027,21,B4
2013,10,26,-14,16:00,16:00,16:24,7747,56,,,1.02,,21,C1
2014,10,23,-10,10:00,10:00,10:28,7746,4,,,,AR 2192,23,C5
2014,4, 4,-50,7:52,7:52,8:16,7745,40,18,-36,0.69,AR 2030,21,
2013,10,26,-300,11:00,11:18,12:12,7744,400,-3,-67,0.93,AR 1882,45,M2
2014,10,23,-11,3:28,3:28,3:56,7743,16,,,,AR 2192,23,
2015,4,19,-16,20:54,20:54,21:30,7742,33,,,,AR 2325,26,
2014,10,22,-44,23:30,23:30,23:58,7741,51,-26,-14,0.57,AR 2192,23,B5
2014,4, 3,-54,22:18,22:34,22:58,7740,41,18,-38,0.72,AR 2030,29,
2013,10,26,-329,8:34,9:02,10:30,7739,39,-14,33,0.62,AR 1877,67,C9
2013,10,26,-163,7:06,7:26,7:50,7738,76,1,51,0.79,AR 1875,31,B4
2014,10,22,-156,20:28,21:14,22:12,7737,76,,,1.12,,60,C5
2014,4, 3,-428,19:10,20:18,21:32,7736,65,-26,56,0.84,,79,B6
2013,10,26,-878,5:02,6:22,7:02,7735,149,-4,39,0.65,AR 1875,69,M2
2013,6,12,-129,19:36,19:48,20:38,7734,42,,,1.11,,40,
2013,10,26,-3,3:06,3:06,3:30,7733,6,,,,AR 1879,21,C3
2013,10,26,-8,1:02,1:02,1:26,7732,11,,,,AR 1879,21,C1
2014,10,22,-399,15:12,17:16,18:20,7731,79,-19,-11,0.46,AR 2192,103,C2
2013,10,25,-121,23:02,23:02,23:50,7730,118,1,51,0.78,AR 1875,33,C1
2013,10,25,-21,21:50,21:50,22:18,7729,18,,,,AR 1879,23,B5
2014,4, 3,-147,4:16,4:22,5:50,7728,136,21,-53,0.87,AR 2030,56,C4
2013,10,25,-35,21:12,21:14,21:40,7727,29,-3,-72,0.96,AR 1882,23,M2
2014,10,22,-21,5:36,5:40,6:14,7726,32,,,,AR 2192,28,M1
2013,10,25,-1,17:56,17:56,18:20,7725,1,,,,AR 1879,21,
