Year,Month,Day,Intensity,Start,Peak Time,End,Event #,Max Drop,Lat,Lon,dist.R,AR#,Count,Flare
Year,Month,Day,intensity,start, peak,end,event #,max_drop,lat,lon,dist.R,AR#,count,flare
2014,1,30,-483,16:20,16:20,17:42,6741,303,-12,-57,0.84,AR 1967,46,M5
2014,8, 4,-1,23:14,23:16,23:40,6740,5,,,,AR 2130,22,
2015,2, 3,-51,16:34,16:36,17:02,6739,60,-6,-53,0.81,AR 2280,23,
2014,8, 4,-40,22:32,22:32,23:04,6738,23,-19,-16,0.5,AR 2132,25,
2013,4, 6,-56,20:58,21:04,21:34,6737,27,23,42,0.78,AR 1715,26,
2015,2, 3,-23,15:16,15:16,15:46,6736,11,14,1,0.36,AR 2277,24,B5
2014,1,30,-2,6:46,6:46,7:10,6735,0,,,,,21,M2
2014,8, 4,-15,20:42,20:42,21:06,6734,13,23,-39,0.67,AR 2133,20,
2015,2, 3,-1,11:00,11:00,11:24,6733,3,,,,AR 2277,21,B4
2013,8, 8,-439,18:02,18:16,19:20,6732,310,-25,29,0.67,AR 1810,48,
2014,8, 4,-12,8:18,8:18,8:42,6731,20,-12,-14,0.39,AR 2132,21,
2014,8, 4,-46,0:56,1:04,1:38,6730,37,,,1.15,,30,C3
2013,4, 5,-29,17:48,17:52,18:18,6729,35,,,1.11,,24,M3
2014,1,29,-65,1:02,1:28,1:54,6728,83,-28,54,0.84,AR 1959,35,
2013,4, 5,-67,16:50,16:52,17:16,6727,70,14,-18,0.45,AR 1714,22,
2014,8, 3,-22,19:34,19:34,20:06,6726,23,,,,AR 2130,25,
2013,4, 5,-63,16:00,16:02,16:28,6725,27,7,13,0.32,AR 1713,23,
2013,8, 7,-664,17:20,18:00,19:02,6724,105,-37,8,0.7,AR 1810,60,
2014,1,28,-22,19:54,19:54,20:00,6723,68,,,1.13,,12,M3
2014,8, 3,-109,18:14,18:28,18:56,6722,94,9,-26,0.45,AR 2133,30,
2013,8, 7,-107,16:04,16:06,16:30,6721,59,-27,12,0.59,AR 1810,22,
2013,4, 5,-52,7:30,7:30,7:56,6720,59,16,-2,0.39,AR 1713,22,
2015,2, 1,-10,19:40,19:40,20:04,6719,35,7,-10,0.29,AR 2277,21,B7
2014,8, 3,-13,9:12,9:12,9:38,6718,28,21,-78,0.98,AR 2134,22,
2014,1,28,-31,7:34,7:38,8:06,6717,95,,,1.03,,25,M1
2013,4, 5,-377,6:06,6:22,7:14,6716,154,,,1.13,,43,
2013,8, 7,-74,3:50,3:52,4:22,6715,142,-23,8,0.51,AR 1810,25,
2014,8, 3,-63,5:50,5:52,6:20,6714,111,,,1.13,,24,
2015,2, 1,-86,9:30,9:42,10:08,6713,52,,,1.08,,28,B4
2014,8, 3,-57,3:14,3:14,4:50,6712,138,-23,-47,0.82,AR 2132,57,C3
2014,1,27,-77,20:22,20:24,20:50,6711,110,-26,-17,0.45,AR 1966,23,B6
2013,4, 4,-187,21:08,21:22,21:58,6710,58,-23,45,0.73,AR 1710,34,
2014,8, 3,-29,2:10,2:12,2:36,6709,23,,,,AR 2127,22,C2
2015,1,31,-106,21:02,21:10,21:40,6708,28,-18,27,0.5,AR 2268,28,B7
2014,1,27,-1,11:26,11:26,11:52,6707,1,,,,AR 1966,22,C2
2013,8, 6,-58,6:40,6:42,7:14,6706,32,,,1.12,,26,
2014,8, 2,-22,17:16,17:16,17:44,6705,23,,,,AR 2127,23,
2013,8, 6,-184,4:26,4:44,5:10,6704,89,4,-4,0.08,AR 1809,31,
2014,8, 2,-8,13:22,13:22,13:46,6703,4,,,,AR 2127,21,C3
2014,1,27,-27,1:14,1:14,1:38,6702,43,,,1.12,,21,
2013,8, 6,-247,1:50,1:56,3:08,6701,113,22,-35,0.61,,48,
2015,1,31,-260,10:06,10:20,10:58,6700,47,-24,9,0.35,AR 2276,35,
2014,8, 2,-109,2:08,2:22,2:58,6699,51,,,1.11,,34,
2014,8, 2,-2,0:54,0:56,1:24,6698,8,,,,AR 2127,24,
2014,1,26,-114,10:20,10:28,10:56,6697,73,-11,24,0.42,AR 1960,27,C5
2014,8, 1,-4,21:56,21:56,22:20,6696,6,,,,AR 2127,21,
2014,8, 1,-1,21:18,21:18,21:42,6695,1,,,,AR 2127,21,
2014,1,26,-12,8:36,8:36,9:06,6694,7,,,,AR 1965,24,
2014,8, 1,-15,20:32,20:32,21:04,6693,11,-11,-8,0.32,AR 2127,24,
2014,1,26,-122,5:58,6:00,6:46,6692,98,,,1.11,,33,
2015,1,30,-66,9:36,9:40,10:44,6691,14,,,,AR 2276,43,
2014,8, 1,-998,18:04,18:20,19:54,6690,129,-16,-21,0.51,AR 2131,64,M1
2015,1,30,-83,8:20,8:22,9:16,6689,67,,,,AR 2276,37,C2
2014,8, 1,-6,16:58,17:02,17:30,6688,2,-13,-33,0.62,AR 2130,25,
2014,8, 1,-17,16:04,16:04,16:30,6687,22,,,,AR 2125,22,
2014,8, 1,-74,14:54,15:04,15:32,6686,123,-18,-39,0.71,AR 2130,28,M2
2015,1,30,-172,5:26,6:38,7:10,6685,28,-13,25,0.44,AR 2268,61,M1
2013,4, 2,-196,0:50,0:58,1:34,6684,109,-27,-10,0.38,AR 1710,31,
2013,4, 1,-6,19:14,19:14,19:42,6682,13,,,1.05,,23,
2015,1,30,-103,2:34,2:44,3:18,6681,26,-16,3,0.18,AR 2268,31,
2014,1,25,-232,2:30,2:36,3:10,6680,49,-33,-52,0.83,AR 1965,29,
2014,8, 1,-853,10:24,11:00,13:50,6679,37,17,2,0.2,,112,
2015,1,30,-49,0:46,0:58,1:22,6678,36,-21,0,0.26,AR 2276,27,M1
2015,1,29,-50,22:38,22:38,23:20,6677,22,,,,AR 2276,30,
2014,1,24,-39,15:12,15:14,15:40,6676,30,8,4,0.24,AR 1958,23,
2015,1,29,-87,19:46,19:46,20:54,6675,35,,,,AR 2276,43,C3
2014,8, 1,-63,0:00,0:00,1:06,6674,2,,,,AR 2125,42,M1
2015,1,29,-84,14:24,14:56,14:58,6673,29,-2,12,0.21,AR 2268,26,B6
2014,1,24,-93,10:10,10:12,10:46,6672,64,-27,24,0.52,AR 1955,27,
2015,1,29,-91,11:48,11:48,12:26,6671,96,-13,14,0.27,AR 2268,28,M1
2013,8, 2,-8,15:00,15:00,15:28,6670,19,,,,AR 1808,23,
2013,3,30,-34,13:24,13:34,13:58,6668,88,-20,-34,0.59,AR 1710,26,
2014,1,24,-59,2:08,2:08,2:34,6667,98,-11,-64,0.9,AR 1965,22,
2014,7,31,-6,11:16,11:42,12:06,6666,3,-21,-47,0.81,AR 2131,34,M2
2015,1,29,-65,6:20,6:20,6:44,6665,65,26,31,0.7,AR 2271,21,B4
2015,1,29,-61,5:28,5:46,6:12,6664,36,-10,12,0.23,AR 2268,31,C5
2013,3,29,-169,23:46,23:56,0:22,6663,264,-14,-55,0.82,AR 1708,27,
2014,7,30,-81,21:30,21:36,22:12,6662,49,16,30,0.53,AR 2121,30,
2014,7,30,-63,19:38,19:38,20:02,6661,30,-30,-65,0.96,AR 2131,21,
2013,3,29,-58,19:14,19:16,19:54,6660,59,,,1.08,,29,
2015,1,28,-14,7:42,7:44,8:38,6659,4,,,,AR 2268,37,
2014,7,30,-217,17:42,18:22,18:56,6658,63,-22,-58,0.9,AR 2131,46,
2014,7,30,-17,16:16,16:16,16:48,6657,16,-14,-45,0.76,AR 2131,25,C8
2015,1,28,-1,4:34,4:34,5:00,6656,5,,,,AR 2268,22,C8
2014,7,30,-57,12:22,12:22,12:48,6655,25,15,-31,0.54,AR 2127,22,
2015,1,28,-39,1:10,1:10,1:40,6654,17,-5,-8,0.13,AR 2268,24,C2
2014,7,30,-55,10:32,10:36,11:02,6653,29,11,-30,0.5,AR 2127,24,
2014,1,22,-6,7:34,7:34,7:58,6652,4,,,,AR 1957,21,
2014,7,30,-926,5:42,7:08,7:50,6651,59,15,-25,0.45,AR 2125,73,
2014,7,30,-24,0:46,0:48,1:12,6650,9,,,1.18,,22,B4
2014,1,21,-214,16:46,17:16,18:00,6649,211,-39,41,0.78,AR 1952,46,
2015,1,27,-129,0:36,0:36,1:02,6648,82,-2,-26,0.45,AR 2268,22,
2014,1,21,-40,8:52,8:52,9:16,6647,26,,,1.13,,21,
2015,1,26,-132,16:58,17:06,17:40,6646,68,-5,-28,0.47,AR 2268,30,M1
2014,1,21,-12,3:26,3:26,3:50,6645,12,,,1.05,,21,
2014,7,29,-141,10:30,10:52,11:28,6644,94,20,4,0.25,AR 2121,38,
2015,1,26,-23,14:14,14:14,14:38,6643,10,-7,-35,0.58,AR 2268,21,B6
2014,7,29,-16,8:00,8:00,8:24,6642,27,,,,AR 2129,21,
2014,1,20,-179,21:58,22:00,22:46,6641,79,0,-65,0.92,AR 1960,33,
2015,1,26,-78,10:42,10:48,11:38,6640,36,24,-6,0.5,AR 2271,37,
2013,7,29,-7,12:52,12:52,13:18,6639,30,,,,AR 1801,22,
2015,1,26,-26,8:02,8:02,8:26,6638,24,20,-4,0.45,AR 2271,21,B8
2014,1,20,-29,19:42,19:56,20:24,6637,36,13,-1,0.31,AR 1957,30,
2014,1,20,-6,11:16,11:18,11:42,6636,19,,,,AR 1957,22,
2013,3,26,-80,12:32,12:34,13:10,6635,125,-13,61,0.88,AR 1702,28,
2015,1,25,-6,18:30,18:30,18:54,6634,14,,,,AR 2269,21,B4
2014,7,28,-86,3:14,3:18,3:48,6633,127,11,-55,0.82,AR 2125,26,
2013,7,28,-21,11:02,11:02,11:26,6632,34,-14,-12,0.4,,21,
2013,3,25,-44,16:04,16:04,16:40,6631,49,,,1.03,,27,
2014,7,26,-98,19:24,19:26,20:00,6630,47,,,1.15,,27,
2014,1,18,-62,14:56,14:56,15:24,6629,38,7,-31,0.56,AR 1957,23,
2013,3,24,-73,18:54,18:54,19:20,6628,41,-15,-22,0.39,,22,
2014,1,18,-3,11:00,11:00,11:24,6627,9,,,,,21,C5
2013,7,26,-290,21:38,21:46,22:40,6626,79,-5,26,0.48,AR 1805,40,C2
2014,1,18,-9,10:04,10:04,10:32,6625,22,,,1.05,,23,
2013,7,26,-526,18:16,18:32,19:26,6624,258,,,1.06,,44,
2014,1,18,-6,2:54,2:56,3:20,6623,8,,,,,22,
2014,1,17,-78,22:14,22:26,22:52,6622,31,,,1.11,,28,
2014,1,17,-18,19:36,19:38,20:08,6621,10,,,,,25,
2014,7,25,-53,7:10,7:10,7:42,6620,75,13,-36,0.6,AR 2121,25,C2
2015,1,22,-88,11:14,11:28,12:00,6619,53,21,-38,0.72,AR 2267,32,
2014,1,17,-198,15:24,15:36,16:12,6618,100,-21,34,0.6,AR 1949,33,
2013,3,23,-77,3:14,3:22,3:50,6617,59,-16,10,0.23,,27,
2015,1,22,-66,6:08,6:08,6:46,6616,65,,,1.08,,28,
2014,1,17,-103,5:04,5:04,5:32,6615,128,-18,39,0.66,AR 1949,23,
2014,1,17,-46,2:26,2:26,2:52,6614,79,-18,56,0.84,AR 1953,22,C2
2013,3,21,-407,21:54,22:16,22:46,6613,157,,,1.13,,35,M2
2015,1,20,-49,17:24,17:26,18:00,6612,20,,,1.09,,27,
2014,7,22,-145,17:22,17:38,18:08,6611,72,,,1.06,,32,
2015,1,19,-102,18:08,18:08,18:34,6610,73,-8,-3,0.08,AR 2266,22,
2014,1,14,-165,15:38,16:12,16:40,6609,56,13,14,0.39,AR 1948,40,B5
2015,1,19,-183,7:02,7:22,7:52,6608,102,,,1.11,,34,
2013,3,20,-58,0:04,0:08,0:36,6607,88,-34,-41,0.73,,25,
2015,1,19,-47,5:10,5:10,5:34,6606,16,-3,-4,0.08,AR 2266,21,
2014,1,14,-572,7:42,8:42,9:34,6605,68,9,11,0.3,AR 1948,65,
2013,3,19,-356,13:56,14:12,14:58,6604,211,19,27,0.61,AR 1695,40,B6
2013,7,21,-39,11:18,11:20,11:46,6603,40,-6,-42,0.7,AR 1800,23,
2014,1,13,-50,22:18,22:48,23:14,6602,28,-26,-31,0.61,AR 1952,37,
2013,7,21,-244,8:44,9:20,9:54,6601,181,-7,-40,0.67,AR 1800,44,
2014,1,13,-47,17:54,17:56,18:20,6600,16,-17,5,0.23,AR 1953,22,
2014,1,13,-60,16:30,16:30,16:56,6598,52,-20,11,0.33,AR 1953,22,C1
2014,7,19,-96,23:24,23:26,23:50,6597,77,,,1.1,,22,
2013,3,18,-184,18:18,18:40,19:34,6596,91,,,1.07,,47,
2014,1,13,-104,9:30,9:30,9:56,6595,86,24,-29,0.64,,22,
2014,1,13,-148,6:24,6:36,7:46,6594,109,30,-21,0.65,AR 1950,50,
2013,7,20,-48,5:30,5:30,5:58,6593,40,19,1,0.25,AR 1793,23,
2015,1,17,-91,3:18,3:24,3:58,6592,65,,,1.05,,29,
2013,3,17,-175,19:18,19:18,19:42,6591,156,-18,-40,0.66,,21,
2013,3,17,-247,17:00,17:12,18:24,6590,319,-13,-36,0.59,,51,
2013,3,17,-81,14:50,14:50,15:34,6589,80,7,12,0.32,AR 1695,31,
2014,1,12,-20,2:08,2:24,2:48,6588,44,1,59,0.87,AR 1946,29,C2
2013,7,18,-6,19:30,19:48,20:12,6586,1,-11,-67,0.94,,30,
2015,1,15,-221,14:20,14:22,15:24,6585,61,50,-4,0.83,,41,
2013,7,18,-279,17:52,18:04,19:06,6584,206,,,1.13,,46,
2013,3,16,-195,14:02,14:20,15:32,6582,610,,,1.03,,54,
2015,1,15,-222,3:26,3:44,4:30,6581,76,,,1.1,,41,
2014,1,10,-35,20:08,20:08,20:32,6580,56,,,1.08,,21,
2013,7,17,-118,21:06,21:20,22:02,6579,86,,,1.1,,37,B3
2015,1,14,-42,19:22,19:22,19:52,6578,21,,,1.13,,24,B6
2013,3,16,-330,4:32,4:34,6:02,6577,95,-24,44,0.72,AR 1698,54,B9
2015,1,14,-44,18:30,18:30,18:54,6576,37,,,1.15,,21,C1
2014,1,10,-39,9:02,9:02,9:26,6575,36,-2,21,0.36,AR 1944,21,
2015,1,14,-129,17:16,17:18,18:18,6574,36,,,1.14,,40,
2014,1,10,-179,7:24,7:34,8:14,6573,103,-30,36,0.69,AR 1944,34,
2015,1,14,-3,15:40,15:40,16:14,6572,8,,,,AR 2261,26,
2014,1,10,-40,6:48,6:50,7:14,6571,38,12,-45,0.74,AR 1948,22,B7
2013,7,17,-38,2:12,2:12,2:38,6570,62,,,1.08,,22,
2013,3,15,-250,14:58,15:32,16:00,6569,45,5,17,0.36,AR 1696,40,B6
2015,1,14,-9,7:12,7:12,7:40,6568,10,,,1.12,,23,C2
2015,1,14,-15,6:32,6:32,6:58,6567,19,,,1.13,,22,C2
2013,7,16,-105,18:30,18:32,19:04,6566,88,-28,4,0.54,AR 1791,26,
2013,3,15,-82,8:10,8:10,8:38,6565,23,-21,5,0.26,AR 1696,22,
2015,1,14,-32,5:22,5:22,5:50,6564,29,5,76,0.98,AR 2257,23,C5
2014,1, 9,-24,17:26,17:28,17:52,6563,113,-17,32,0.57,AR 1944,22,
2013,3,15,-126,6:04,6:10,6:12,6562,48,8,-8,0.29,AR 1692,13,
2015,1,14,-4,4:04,4:04,4:28,6561,3,,,,AR 2259,21,C7
2015,1,14,-39,3:12,3:12,3:40,6560,14,,,1.09,,23,
2013,7,16,-212,10:26,10:28,11:08,6559,259,-13,-7,0.33,AR 1791,30,C2
2014,1, 9,-47,7:32,7:36,8:02,6558,13,,,1.15,,24,C2
2015,1,13,-159,22:24,22:42,23:16,6557,61,,,1.14,,35,B8
2013,7,16,-389,2:18,2:50,3:34,6556,114,9,-24,0.41,AR 1792,47,
2014,1, 9,-210,5:44,6:32,7:12,6555,75,2,21,0.37,AR 1946,53,
2013,7,15,-50,23:18,23:18,23:48,6554,27,,,1.07,,24,C3
2015,1,13,-20,14:14,14:14,14:38,6553,21,,,1.16,,21,B7
2015,1,13,-13,12:16,12:16,12:42,6552,15,,,1.05,,22,B4
2014,1, 8,-38,21:06,21:06,21:30,6551,25,2,22,0.4,AR 1946,21,
2014,7,12,-27,6:24,6:24,6:48,6550,38,,,,AR 2113,21,B6
2015,1,13,-13,8:38,8:42,9:10,6549,4,,,,AR 2259,25,
2014,1, 8,-1,18:10,18:10,18:34,6548,3,,,,AR 1944,21,
2014,1, 8,-1,17:18,17:18,17:46,6547,1,,,,AR 1944,23,C2
2013,7,15,-292,10:34,10:48,11:28,6546,96,-16,-23,0.52,AR 1791,36,C2
2014,1, 8,-40,16:30,16:30,16:54,6545,26,3,7,0.17,AR 1946,21,C2
2014,7,11,-137,23:16,23:18,0:20,6544,192,12,-18,0.35,AR 2113,41,C1
2015,1,13,-42,5:54,6:20,7:42,6543,6,5,66,0.93,AR 2257,63,
2015,1,13,-36,5:12,5:12,5:38,6542,29,,,1.09,,22,M8
2014,1, 8,-253,11:40,12:08,12:48,6541,198,16,11,0.39,AR 1946,43,C8
2013,7,15,-187,3:20,3:44,4:16,6540,62,-18,-28,0.59,AR 1791,37,C3
2015,1,13,-106,4:22,4:34,5:08,6539,198,,,1.1,,32,
2014,7,11,-127,10:24,10:28,11:08,6538,150,-20,21,0.53,AR 2109,31,C1
2015,1,13,-4,0:00,0:00,0:24,6537,9,,,,AR 2259,21,
2014,1, 8,-270,3:52,3:56,4:42,6536,596,,,1.07,,34,M1
2013,3,12,-509,23:10,23:34,1:20,6535,81,7,-34,0.61,AR 1692,74,
2014,7,11,-301,7:38,8:04,8:58,6534,75,,,1.16,,49,B4
2013,7,14,-75,14:52,14:54,15:22,6533,43,,,1.16,,24,
2014,1, 8,-51,1:12,1:12,1:36,6532,41,2,8,0.18,AR 1946,21,B6
2014,7,11,-14,4:34,4:34,4:58,6531,17,,,,AR 2111,21,
2014,1, 7,-107,23:04,23:04,0:00,6530,29,-4,1,0.02,AR 1944,37,C3
2015,1,12,-491,14:08,15:26,17:04,6529,54,-11,68,0.93,AR 2255,97,
2013,3,12,-510,10:10,10:36,11:28,6528,106,26,-1,0.55,AR 1690,48,
2014,7,10,-693,21:10,22:40,23:30,6527,179,12,-32,0.55,AR 2113,79,M2
2015,1,12,-46,6:40,6:50,7:24,6526,132,-19,49,0.77,AR 2255,31,B7
2015,1,12,-11,4:40,4:40,5:08,6525,6,9,24,0.47,AR 2260,23,C5
2014,1, 7,"-1,530",18:10,18:22,22:06,6524,967,-28,7,0.42,AR 1943,126,M9
2013,3,12,-36,0:02,0:02,0:26,6523,16,,,,AR 1691,21,B4
2014,7,10,-25,14:20,14:30,14:56,6522,8,,,,AR 2111,27,
2015,1,12,-4,1:58,1:58,2:22,6521,11,-1,34,0.57,AR 2262,21,B4
2013,7,13,-109,5:48,5:54,6:26,6520,233,-15,-61,0.91,AR 1791,28,C1
2013,3,11,-36,20:58,21:04,21:28,6519,37,,,1,,23,
2015,1,12,-24,0:52,0:52,1:16,6518,26,,,,AR 2260,21,
2014,1, 7,-67,12:14,12:48,13:14,6517,8,-14,-8,0.22,AR 1944,39,
2014,7,10,-432,6:38,7:10,8:04,6515,175,,,1.07,,52,
2014,1, 7,0,10:24,10:24,10:58,6514,0,,,,AR 1946,26,M3
2015,1,11,-237,22:26,22:38,0:18,6513,201,24,2,0.47,AR 2258,65,
2013,7,12,-72,17:32,17:32,18:06,6512,92,,,1.09,,26,C3
2015,1,11,-41,20:06,20:06,20:32,6511,55,-11,58,0.86,AR 2255,22,
2014,7,10,-52,3:00,3:00,3:40,6510,97,28,66,0.93,AR 2106,29,C4
2014,1, 7,-103,5:14,5:14,5:44,6509,45,-3,-7,0.12,AR 1944,24,B5
2015,1,11,-53,17:10,17:12,17:36,6508,46,5,60,0.88,AR 2257,22,
2014,7, 9,-98,23:50,23:56,0:20,6507,51,-7,-10,0.25,AR 2111,24,
2014,1, 7,-9,4:04,4:04,4:30,6506,29,,,,AR 1946,22,C5
2013,3,10,-24,23:26,23:26,23:52,6505,26,-17,16,0.32,AR 1689,22,
2013,3,10,-11,20:42,20:42,21:06,6504,9,,,,AR 1689,20,
2015,1,11,-88,14:02,14:22,15:12,6503,22,5,55,0.84,AR 2257,44,
2014,7, 9,-185,21:38,21:38,23:00,6502,27,1,-8,0.14,AR 2111,50,
2015,1,11,-82,9:48,9:48,10:14,6501,13,16,54,0.85,AR 2257,22,C2
2014,1, 6,-793,21:44,22:00,0:00,6500,462,16,14,0.41,AR 1942,77,
2014,1, 6,-19,17:20,17:20,17:44,6499,9,,,,AR 1943,21,
2014,7, 9,-34,2:54,3:04,3:28,6498,22,29,53,0.84,AR 2106,26,C1
2015,1,11,-200,6:32,6:48,8:46,6497,47,4,42,0.69,AR 2257,76,
2014,1, 6,-136,14:58,14:58,15:24,6496,37,5,-11,0.24,AR 1946,22,
2014,7, 9,-51,2:12,2:14,2:44,6495,50,-19,21,0.52,AR 2110,25,
2014,1, 6,-100,13:16,13:16,13:42,6494,37,10,14,0.34,AR 1942,22,
2014,7, 9,-68,0:34,0:36,1:12,6493,25,14,-55,0.83,AR 2113,28,C6
2015,1,11,-364,2:02,2:40,3:16,6492,41,12,47,0.77,AR 2257,46,C2
2014,1, 6,-55,9:40,9:40,10:06,6491,26,8,-13,0.3,AR 1946,22,C3
2014,1, 6,-597,7:50,7:54,9:02,6490,"2,246",,,1.06,,45,
2014,7, 8,-584,16:18,16:38,17:52,6489,653,16,-65,0.92,,56,M7
2014,1, 6,-127,6:14,6:32,6:48,6488,71,,,1.15,,26,
2015,1,10,-24,13:00,13:02,13:30,6487,12,,,,AR 2260,24,
2014,1, 6,-211,3:22,3:28,4:14,6486,29,9,-18,0.37,AR 1946,35,
2014,7, 8,-118,10:12,10:36,11:04,6485,143,15,-60,0.87,,35,
2014,1, 6,-51,0:26,0:26,0:52,6484,37,,,1.15,,22,C4
2014,7, 8,-121,9:06,9:18,9:58,6483,76,14,-62,0.89,,35,C3
2015,1,10,-137,2:52,3:04,3:48,6482,98,13,32,0.59,AR 2257,37,B5
2014,7, 8,-43,6:54,6:58,7:36,6481,39,-5,-74,0.97,,30,B5
2014,1, 5,-102,18:32,18:32,19:06,6480,50,4,-22,0.4,AR 1946,26,B7
2013,7, 9,-697,14:08,14:38,15:34,6479,201,17,-10,0.28,,52,
2014,1, 5,-83,16:46,16:48,17:14,6478,37,11,5,0.26,AR 1942,23,B6
2014,1, 5,-155,15:58,16:02,16:32,6477,43,13,-1,0.28,AR 1942,26,
2013,7, 9,-128,6:38,6:40,7:08,6475,245,-16,-32,0.61,AR 1789,24,
2015,1, 9,-4,9:24,9:26,9:52,6474,8,6,15,0.32,AR 2257,23,
2014,1, 5,-238,11:44,11:58,12:44,6473,64,3,-25,0.45,AR 1946,39,B8
2015,1, 9,-12,8:48,8:48,9:12,6472,30,11,20,0.43,AR 2257,21,C8
2014,1, 5,-68,10:36,10:36,11:02,6471,57,11,1,0.26,AR 1942,22,C1
2014,7, 7,-2,14:36,14:36,15:00,6470,4,,,,AR 2108,21,
2015,1, 9,-33,6:46,6:46,7:10,6469,9,10,19,0.4,AR 2257,21,
2014,7, 7,-38,13:28,13:28,14:12,6468,22,,,,AR 2108,31,
2013,3, 7,-42,9:18,9:18,9:44,6467,65,,,1.03,,22,
2014,1, 5,-287,6:50,7:18,7:58,6466,43,3,-30,0.51,AR 1944,43,B5
2013,3, 7,-48,8:16,8:16,8:40,6465,30,30,29,0.73,,21,
2014,1, 5,-147,5:12,5:14,5:40,6464,53,12,-6,0.29,AR 1942,23,B6
2015,1, 8,-39,23:40,23:40,0:06,6463,30,2,14,0.26,AR 2257,22,
2014,7, 7,-19,3:38,3:38,4:10,6462,20,1,-12,0.22,AR 2109,25,B6
2014,1, 5,-22,2:34,2:34,3:02,6461,31,,,,AR 1942,23,C1
2015,1, 8,-71,19:28,19:36,20:04,6460,47,10,20,0.41,AR 2257,27,
2014,7, 7,-6,1:56,1:56,2:20,6459,3,,,,AR 2108,21,
2014,1, 5,-73,0:32,0:32,1:04,6457,51,-12,-32,0.55,AR 1944,25,
2014,1, 5,-39,0:00,0:02,0:28,6456,46,-12,-34,0.58,AR 1944,23,B8
2013,7, 7,-38,20:38,20:38,21:02,6455,60,-10,8,0.27,AR 1788,20,
2014,7, 6,-43,20:38,20:46,21:10,6454,22,29,-2,0.44,AR 2106,24,B6
2014,1, 4,-457,22:16,22:40,23:30,6453,94,,,1.12,,46,
2014,7, 6,-43,19:32,19:50,20:20,6452,15,34,-2,0.52,AR 2106,33,B6
2013,7, 7,-37,13:50,13:52,14:16,6450,65,-17,2,0.35,AR 1788,22,
2014,1, 4,-606,19:12,19:44,22:06,6449,172,-30,-35,0.68,AR 1944,95,M3
2014,7, 6,-12,9:02,9:02,9:26,6448,15,,,,AR 2108,21,
2013,3, 5,-104,20:54,20:54,21:30,6447,103,-9,62,0.89,AR 1686,26,C1
2014,1, 4,-120,18:24,18:26,18:58,6446,93,-28,-42,0.74,AR 1944,26,
2013,7, 7,-96,1:04,1:06,1:46,6445,159,1,5,0.1,AR 1788,30,C4
2014,7, 6,-38,4:20,4:20,4:44,6444,16,-9,-6,0.24,AR 2108,21,B5
2013,3, 5,-114,16:04,16:04,16:38,6443,158,-7,59,0.86,AR 1686,26,B6
2014,7, 6,-3,2:54,2:56,3:22,6442,2,-16,-22,0.5,AR 2110,23,
2014,1, 4,-245,15:16,16:04,17:02,6441,113,3,-45,0.72,AR 1944,62,C5
2013,7, 6,-1,19:12,19:16,19:42,6440,5,,,,AR 1788,24,
2014,1, 4,-36,12:56,12:56,13:34,6439,6,0,-44,0.71,AR 1944,28,C2
2013,3, 5,-156,8:06,8:08,8:40,6438,85,-9,52,0.79,AR 1686,22,M2
2015,1, 6,-21,21:34,21:34,21:58,6437,47,9,-8,0.26,AR 2255,21,
2014,1, 4,-58,10:32,10:32,11:14,6436,24,0,-49,0.76,AR 1944,30,C8
2014,7, 5,-335,22:08,22:34,0:14,6435,36,-52,-41,0.92,,72,
2013,3, 5,-95,4:34,4:34,5:02,6434,65,-33,-51,0.82,AR 1689,23,
2014,1, 4,-96,9:56,9:56,10:24,6433,87,-7,-37,0.61,AR 1944,23,B9
2015,1, 6,-48,17:34,17:34,18:02,6432,37,,,1.19,,23,B6
2013,3, 5,-5,3:40,3:40,4:06,6431,12,,,,AR 1683,22,
2013,3, 5,-88,2:58,2:58,3:24,6430,51,-37,-52,0.83,AR 1689,22,
2014,1, 4,-66,7:16,7:18,8:08,6429,33,,,,AR 1945,35,
2013,7, 6,-58,2:36,2:48,3:18,6428,26,-3,-11,0.22,AR 1788,30,C3
2013,3, 5,-84,0:08,0:14,0:40,6427,81,-10,48,0.75,AR 1686,25,
2015,1, 6,-3,7:34,7:34,8:04,6426,3,,,,AR 2253,24,
2013,7, 5,-100,21:40,21:40,22:18,6425,37,-1,-10,0.19,AR 1785,28,C2
2014,1, 4,-103,0:40,0:46,1:24,6424,61,,,1.11,,31,
2013,7, 5,-30,19:24,19:26,19:54,6423,50,1,-10,0.18,AR 1785,24,
2014,7, 5,-38,2:10,2:10,2:38,6422,22,23,-13,0.4,AR 2106,23,
2014,1, 3,-41,22:16,22:16,22:40,6421,38,-5,-45,0.71,AR 1944,21,B8
2015,1, 5,0,22:56,22:56,23:20,6420,2,,,,AR 2253,21,
2013,7, 5,-82,16:44,16:48,17:16,6419,188,-10,-53,0.83,AR 1787,25,C2
2014,1, 3,-67,20:20,20:22,20:48,6418,39,-15,35,0.6,AR 1938,23,
2014,7, 5,-193,0:22,0:26,1:18,6417,152,,,1.07,,37,
2013,7, 5,-6,12:42,12:42,13:06,6416,18,,,,AR 1784,21,C6
2014,7, 4,-467,23:04,23:36,0:16,6415,90,4,15,0.27,AR 2102,45,
2014,1, 3,-64,17:02,17:30,17:54,6414,24,-34,-25,0.63,AR 1943,35,
2014,1, 3,-5,15:56,15:58,16:24,6413,15,,,,AR 1945,23,C4
